timestamp,container,cpu_percent,mem_usage_mb
1775190884,bench_sub_10,0.16%,21.71MiB / 15.52GiB
1775190884,bench_sub_9,0.05%,21.79MiB / 15.52GiB
1775190884,bench_sub_8,0.07%,21.65MiB / 15.52GiB
1775190884,bench_sub_7,0.05%,21.47MiB / 15.52GiB
1775190884,bench_sub_6,0.15%,21.56MiB / 15.52GiB
1775190884,bench_sub_5,0.16%,21.62MiB / 15.52GiB
1775190884,bench_sub_4,0.11%,21.54MiB / 15.52GiB
1775190884,bench_sub_3,0.10%,21.44MiB / 15.52GiB
1775190884,bench_sub_2,0.12%,21.73MiB / 15.52GiB
1775190884,bench_sub_1,0.13%,21.62MiB / 15.52GiB
1775190887,bench_sub_10,1.96%,21.9MiB / 15.52GiB
1775190887,bench_sub_9,1.86%,22.14MiB / 15.52GiB
1775190887,bench_sub_8,1.70%,21.88MiB / 15.52GiB
1775190887,bench_sub_7,1.57%,21.66MiB / 15.52GiB
1775190887,bench_sub_6,1.53%,21.84MiB / 15.52GiB
1775190887,bench_sub_5,1.50%,21.89MiB / 15.52GiB
1775190887,bench_sub_4,1.49%,21.9MiB / 15.52GiB
1775190887,bench_sub_3,1.55%,21.82MiB / 15.52GiB
1775190887,bench_sub_2,1.54%,22.1MiB / 15.52GiB
1775190887,bench_sub_1,1.69%,21.96MiB / 15.52GiB
1775190890,bench_sub_10,1.91%,21.86MiB / 15.52GiB
1775190890,bench_sub_9,1.78%,22.14MiB / 15.52GiB
1775190890,bench_sub_8,1.67%,21.88MiB / 15.52GiB
1775190890,bench_sub_7,1.47%,21.67MiB / 15.52GiB
1775190890,bench_sub_6,1.44%,21.85MiB / 15.52GiB
1775190890,bench_sub_5,1.51%,21.97MiB / 15.52GiB
1775190890,bench_sub_4,1.45%,21.92MiB / 15.52GiB
1775190890,bench_sub_3,1.47%,21.84MiB / 15.52GiB
1775190890,bench_sub_2,1.46%,22.12MiB / 15.52GiB
1775190890,bench_sub_1,1.76%,21.97MiB / 15.52GiB
1775190893,bench_sub_10,1.94%,21.89MiB / 15.52GiB
1775190893,bench_sub_9,1.71%,22.16MiB / 15.52GiB
1775190893,bench_sub_8,1.63%,21.9MiB / 15.52GiB
1775190893,bench_sub_7,1.47%,21.69MiB / 15.52GiB
1775190893,bench_sub_6,1.57%,21.93MiB / 15.52GiB
1775190893,bench_sub_5,1.49%,21.99MiB / 15.52GiB
1775190893,bench_sub_4,1.49%,21.94MiB / 15.52GiB
1775190893,bench_sub_3,1.53%,21.86MiB / 15.52GiB
1775190893,bench_sub_2,1.53%,22.14MiB / 15.52GiB
1775190893,bench_sub_1,1.62%,21.99MiB / 15.52GiB
1775190896,bench_sub_10,2.86%,21.86MiB / 15.52GiB
1775190896,bench_sub_9,2.60%,22.14MiB / 15.52GiB
1775190896,bench_sub_8,2.49%,21.88MiB / 15.52GiB
1775190896,bench_sub_7,2.36%,21.67MiB / 15.52GiB
1775190896,bench_sub_6,2.32%,21.91MiB / 15.52GiB
1775190896,bench_sub_5,2.26%,22.08MiB / 15.52GiB
1775190896,bench_sub_4,2.24%,21.91MiB / 15.52GiB
1775190896,bench_sub_3,2.33%,21.84MiB / 15.52GiB
1775190896,bench_sub_2,2.28%,22.14MiB / 15.52GiB
1775190896,bench_sub_1,2.48%,21.98MiB / 15.52GiB
1775190899,bench_sub_10,1.83%,21.88MiB / 15.52GiB
1775190899,bench_sub_9,1.72%,22.15MiB / 15.52GiB
1775190899,bench_sub_8,1.71%,21.89MiB / 15.52GiB
1775190899,bench_sub_7,1.56%,21.68MiB / 15.52GiB
1775190899,bench_sub_6,1.49%,21.93MiB / 15.52GiB
1775190899,bench_sub_5,1.49%,21.98MiB / 15.52GiB
1775190899,bench_sub_4,1.48%,21.93MiB / 15.52GiB
1775190899,bench_sub_3,1.53%,21.85MiB / 15.52GiB
1775190899,bench_sub_2,1.51%,22.16MiB / 15.52GiB
1775190899,bench_sub_1,1.71%,21.99MiB / 15.52GiB
1775190902,bench_sub_10,1.96%,21.9MiB / 15.52GiB
1775190902,bench_sub_9,1.87%,22.17MiB / 15.52GiB
1775190902,bench_sub_8,1.80%,21.91MiB / 15.52GiB
1775190902,bench_sub_7,1.55%,21.7MiB / 15.52GiB
1775190902,bench_sub_6,1.56%,21.95MiB / 15.52GiB
1775190902,bench_sub_5,1.58%,22MiB / 15.52GiB
1775190902,bench_sub_4,1.60%,21.95MiB / 15.52GiB
1775190902,bench_sub_3,1.57%,21.87MiB / 15.52GiB
1775190902,bench_sub_2,1.60%,22.18MiB / 15.52GiB
1775190902,bench_sub_1,1.70%,22.01MiB / 15.52GiB
1775190905,bench_sub_10,2.37%,21.92MiB / 15.52GiB
1775190905,bench_sub_9,1.96%,22.18MiB / 15.52GiB
1775190905,bench_sub_8,1.88%,21.93MiB / 15.52GiB
1775190905,bench_sub_7,1.64%,21.72MiB / 15.52GiB
1775190905,bench_sub_6,1.73%,21.96MiB / 15.52GiB
1775190905,bench_sub_5,1.73%,22.02MiB / 15.52GiB
1775190905,bench_sub_4,1.69%,21.97MiB / 15.52GiB
1775190905,bench_sub_3,1.63%,21.89MiB / 15.52GiB
1775190905,bench_sub_2,1.71%,22.2MiB / 15.52GiB
1775190905,bench_sub_1,1.74%,22.03MiB / 15.52GiB
1775190908,bench_sub_10,2.33%,21.94MiB / 15.52GiB
1775190908,bench_sub_9,2.02%,22.21MiB / 15.52GiB
1775190908,bench_sub_8,2.04%,21.95MiB / 15.52GiB
1775190908,bench_sub_7,1.70%,21.74MiB / 15.52GiB
1775190908,bench_sub_6,1.77%,21.98MiB / 15.52GiB
1775190908,bench_sub_5,1.73%,22.04MiB / 15.52GiB
1775190908,bench_sub_4,1.75%,21.99MiB / 15.52GiB
1775190908,bench_sub_3,1.79%,21.91MiB / 15.52GiB
1775190908,bench_sub_2,1.75%,22.21MiB / 15.52GiB
1775190908,bench_sub_1,1.93%,22.05MiB / 15.52GiB
1775190911,bench_sub_10,2.09%,21.96MiB / 15.52GiB
1775190911,bench_sub_9,1.87%,22.23MiB / 15.52GiB
1775190911,bench_sub_8,1.76%,21.97MiB / 15.52GiB
1775190911,bench_sub_7,1.73%,21.76MiB / 15.52GiB
1775190911,bench_sub_6,1.64%,22MiB / 15.52GiB
1775190911,bench_sub_5,1.57%,22.05MiB / 15.52GiB
1775190911,bench_sub_4,1.60%,22.01MiB / 15.52GiB
1775190911,bench_sub_3,1.69%,21.93MiB / 15.52GiB
1775190911,bench_sub_2,1.60%,22.23MiB / 15.52GiB
1775190911,bench_sub_1,1.73%,22.07MiB / 15.52GiB
1775190914,bench_sub_10,2.05%,21.97MiB / 15.52GiB
1775190914,bench_sub_9,2.06%,22.25MiB / 15.52GiB
1775190914,bench_sub_8,1.97%,21.99MiB / 15.52GiB
1775190914,bench_sub_7,1.80%,21.78MiB / 15.52GiB
