seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,18,164804367377328,164804367377369,164804375752216,41,8374847,8374888,1,10978413662
1,0,18,164804377391681,164804377391722,164804378045467,41,653745,653786,1,10978413662
2,0,18,164804387375141,164804387375193,164804387942172,52,566979,567031,1,10978413662
3,0,18,164804397400817,164804397400868,164804397843077,51,442209,442260,1,10978413662
4,0,18,164804407441946,164804407441997,164804408028345,51,586348,586399,1,10978413662
5,0,18,164804417440217,164804417440270,164804418133010,53,692740,692793,1,10978413662
6,0,18,164804427367062,164804427367114,164804427907372,52,540258,540310,1,10978413662
7,0,18,164804437408796,164804437408847,164804437833892,51,425045,425096,1,10978413662
8,0,18,164804447359839,164804447359900,164804447760621,61,400721,400782,1,10978413662
9,0,18,164804457367340,164804457367381,164804457836290,41,468909,468950,1,10978413662
10,0,18,164804467376268,164804467376320,164804467961214,52,584894,584946,1,10978413662
11,0,18,164804477446298,164804477446349,164804478004963,51,558614,558665,1,10978413662
12,0,18,164804487414099,164804487414150,164804488076179,51,662029,662080,1,10978413662
13,0,18,164804497392531,164804497392582,164804497848673,51,456091,456142,1,10978413662
14,0,18,164804507441698,164804507441749,164804507882578,51,440829,440880,1,10978413662
15,0,18,164804517440528,164804517440579,164804518056531,51,615952,616003,1,10978413662
16,0,18,164804527443755,164804527443807,164804527909802,52,465995,466047,1,10978413662
17,0,18,164804537445544,164804537445595,164804538015463,51,569868,569919,1,10978413662
18,0,18,164804547442191,164804547442242,164804547988912,51,546670,546721,1,10978413662
19,0,18,164804557446972,164804557447029,164804557995026,57,547997,548054,1,10978413662
20,0,18,164804567405075,164804567405133,164804567847311,58,442178,442236,1,10978413662
21,0,18,164804577440603,164804577440654,164804578014200,51,573546,573597,1,10978413662
22,0,18,164804587400038,164804587400091,164804587846885,53,446794,446847,1,10978413662
23,0,18,164804597443263,164804597443313,164804598130047,50,686734,686784,1,10978413662
24,0,18,164804607444070,164804607444121,164804607988803,51,544682,544733,1,10978413662
25,0,18,164804617433270,164804617433328,164804617850625,58,417297,417355,1,10978413662
26,0,18,164804627428535,164804627428586,164804628130311,51,701725,701776,1,10978413662
27,0,18,164804637444926,164804637444983,164804637877084,57,432101,432158,1,10978413662
28,0,18,164804647415258,164804647415315,164804647794338,57,379023,379080,1,10978413662
29,0,18,164804657394848,164804657394898,164804658064412,50,669514,669564,1,10978413662
30,0,18,164804667385697,164804667385748,164804667845644,51,459896,459947,1,10978413662
31,0,18,164804677386540,164804677386593,164804677955847,53,569254,569307,1,10978413662
32,0,18,164804687400632,164804687400683,164804688314979,51,914296,914347,1,10978413662
33,0,18,164804697445083,164804697445140,164804698360537,57,915397,915454,1,10978413662
34,0,18,164804707444128,164804707444185,164804708333875,57,889690,889747,1,10978413662
35,0,18,164804717461771,164804717461821,164804717813302,50,351481,351531,1,10978413662
36,0,18,164804727478487,164804727478537,164804728480568,50,1002031,1002081,1,10978413662
37,0,18,164804737442042,164804737442094,164804738217687,52,775593,775645,1,10978413662
38,0,18,164804747422983,164804747423040,164804748172886,57,749846,749903,1,10978413662
39,0,18,164804757445365,164804757445415,164804758255662,50,810247,810297,1,10978413662
40,0,18,164804767445581,164804767445630,164804768351087,49,905457,905506,1,10978413662
41,0,18,164804777375399,164804777375448,164804777784263,49,408815,408864,1,10978413662
42,0,18,164804787443523,164804787443580,164804788057428,57,613848,613905,1,10978413662
43,0,18,164804797407941,164804797407992,164804797783812,51,375820,375871,1,10978413662
44,0,18,164804807445163,164804807445214,164804808035302,51,590088,590139,1,10978413662
45,0,18,164804817444362,164804817444413,164804817827214,51,382801,382852,1,10978413662
46,0,18,164804827427648,164804827427705,164804828028569,57,600864,600921,1,10978413662
47,0,18,164804837445108,164804837445159,164804837857468,51,412309,412360,1,10978413662
48,0,18,164804847409429,164804847409494,164804848037101,65,627607,627672,1,10978413662
49,0,18,164804857446513,164804857446572,164804858007901,59,561329,561388,1,10978413662
50,0,18,164804867442388,164804867442445,164804867981936,57,539491,539548,1,10978413662
51,0,18,164804877447076,164804877447127,164804878048682,51,601555,601606,1,10978413662
52,0,18,164804887387923,164804887387974,164804887876864,51,488890,488941,1,10978413662
53,0,18,164804897449309,164804897449360,164804898058085,51,608725,608776,1,10978413662
54,0,18,164804907448265,164804907448316,164804907981071,51,532755,532806,1,10978413662
55,0,18,164804917441800,164804917441852,164804917827725,52,385873,385925,1,10978413662
56,0,18,164804927413549,164804927413602,164804927932884,53,519282,519335,1,10978413662
57,0,18,164804937445782,164804937445833,164804937805683,51,359850,359901,1,10978413662
58,0,18,164804947390324,164804947390414,164804947873092,90,482678,482768,1,10978413662
59,0,18,164804957445455,164804957445513,164804958038048,58,592535,592593,1,10978413662
60,0,18,164804967443518,164804967443570,164804968181072,52,737502,737554,1,10978413662
61,0,18,164804977445020,164804977445072,164804978166783,52,721711,721763,1,10978413662
62,0,18,164804987418120,164804987418179,164804988080430,59,662251,662310,1,10978413662
63,0,18,164804997445715,164804997445773,164804998140237,58,694464,694522,1,10978413662
64,0,18,164805007393239,164805007393290,164805008062812,51,669522,669573,1,10978413662
65,0,18,164805017393506,164805017393557,164805017815327,51,421770,421821,1,10978413662
66,0,18,164805027446384,164805027446435,164805027966045,51,519610,519661,1,10978413662
67,0,18,164805037401250,164805037401309,164805037891051,59,489742,489801,1,10978413662
68,0,18,164805047448347,164805047448404,164805048102159,57,653755,653812,1,10978413662
69,0,18,164805057418924,164805057418982,164805057898196,58,479214,479272,1,10978413662
70,0,18,164805067444917,164805067444974,164805068150972,57,705998,706055,1,10978413662
71,0,18,164805077448049,164805077448100,164805078027224,51,579124,579175,1,10978413662
72,0,18,164805087447679,164805087447730,164805088111474,51,663744,663795,1,10978413662
73,0,18,164805097410785,164805097410850,164805097841349,65,430499,430564,1,10978413662
74,0,18,164805107444386,164805107444439,164805107867163,53,422724,422777,1,10978413662
75,0,18,164805117402766,164805117402817,164805118010407,51,607590,607641,1,10978413662
76,0,18,164805127447214,164805127447272,164805127850619,58,403347,403405,1,10978413662
77,0,18,164805137447423,164805137447474,164805137846581,51,399107,399158,1,10978413662
78,0,18,164805147448014,164805147448071,164805147808142,57,360071,360128,1,10978413662
79,0,18,164805157449383,164805157449433,164805157847838,50,398405,398455,1,10978413662
80,0,18,164805167444923,164805167444982,164805167984981,59,539999,540058,1,10978413662
81,0,18,164805177444772,164805177444823,164805177754152,51,309329,309380,1,10978413662
