seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,23,164804367377328,164804367377369,164804375131214,41,7753845,7753886,1,8904792146
1,0,23,164804377391681,164804377391722,164804378210157,41,818435,818476,1,8904792146
2,0,23,164804387375141,164804387375193,164804387789295,52,414102,414154,1,8904792146
3,0,23,164804397400817,164804397400868,164804397705591,51,304723,304774,1,8904792146
4,0,23,164804407441946,164804407441997,164804408173179,51,731182,731233,1,8904792146
5,0,23,164804417440217,164804417440270,164804417947078,53,506808,506861,1,8904792146
6,0,23,164804427367062,164804427367114,164804427798579,52,431465,431517,1,8904792146
7,0,23,164804437408796,164804437408847,164804438012647,51,603800,603851,1,8904792146
8,0,23,164804447359839,164804447359900,164804447793653,61,433753,433814,1,8904792146
9,0,23,164804457367340,164804457367381,164804457871589,41,504208,504249,1,8904792146
10,0,23,164804467376268,164804467376320,164804467778398,52,402078,402130,1,8904792146
11,0,23,164804477446298,164804477446349,164804478120235,51,673886,673937,1,8904792146
12,0,23,164804487414099,164804487414150,164804487916591,51,502441,502492,1,8904792146
13,0,23,164804497392531,164804497392582,164804497878200,51,485618,485669,1,8904792146
14,0,23,164804507441698,164804507441749,164804507971422,51,529673,529724,1,8904792146
15,0,23,164804517440528,164804517440579,164804518097184,51,656605,656656,1,8904792146
16,0,23,164804527443755,164804527443807,164804528355523,52,911716,911768,1,8904792146
17,0,23,164804537445544,164804537445595,164804537871617,51,426022,426073,1,8904792146
18,0,23,164804547442191,164804547442242,164804547902637,51,460395,460446,1,8904792146
19,0,23,164804557446972,164804557447029,164804558034818,57,587789,587846,1,8904792146
20,0,23,164804567405075,164804567405133,164804568084424,58,679291,679349,1,8904792146
21,0,23,164804577440603,164804577440654,164804577852439,51,411785,411836,1,8904792146
22,0,23,164804587400038,164804587400091,164804587843077,53,442986,443039,1,8904792146
23,0,23,164804597443263,164804597443313,164804597758509,50,315196,315246,1,8904792146
24,0,23,164804607444070,164804607444121,164804607906136,51,462015,462066,1,8904792146
25,0,23,164804617433270,164804617433328,164804618072384,58,639056,639114,1,8904792146
26,0,23,164804627428535,164804627428586,164804628089836,51,661250,661301,1,8904792146
27,0,23,164804637444926,164804637444983,164804638058182,57,613199,613256,1,8904792146
28,0,23,164804647415258,164804647415315,164804647981050,57,565735,565792,1,8904792146
29,0,23,164804657394848,164804657394898,164804657690584,50,295686,295736,1,8904792146
30,0,23,164804667385697,164804667385748,164804667888426,51,502678,502729,1,8904792146
31,0,23,164804677386540,164804677386593,164804678304457,53,917864,917917,1,8904792146
32,0,23,164804687400632,164804687400683,164804687962800,51,562117,562168,1,8904792146
33,0,23,164804697445083,164804697445140,164804698041635,57,596495,596552,1,8904792146
34,0,23,164804707444128,164804707444185,164804707808098,57,363913,363970,1,8904792146
35,0,23,164804717461771,164804717461821,164804718268431,50,806610,806660,1,8904792146
