seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,5,164804367377328,164804367377369,164804375683904,41,8306535,8306576,1,18766359672
1,0,5,164804377391681,164804377391722,164804378085525,41,693803,693844,1,18766359672
2,0,5,164804387375141,164804387375193,164804387932499,52,557306,557358,1,18766359672
3,0,5,164804397400817,164804397400868,164804397949302,51,548434,548485,1,18766359672
4,0,5,164804407441946,164804407441997,164804408032297,51,590300,590351,1,18766359672
5,0,5,164804417440217,164804417440270,164804418172662,53,732392,732445,1,18766359672
6,0,5,164804427367062,164804427367114,164804427783669,52,416555,416607,1,18766359672
7,0,5,164804437408796,164804437408847,164804437926934,51,518087,518138,1,18766359672
8,0,5,164804447359839,164804447359900,164804447829984,61,470084,470145,1,18766359672
9,0,5,164804457367340,164804457367381,164804457833532,41,466151,466192,1,18766359672
10,0,5,164804467376268,164804467376320,164804467717255,52,340935,340987,1,18766359672
11,0,5,164804477446298,164804477446349,164804477864626,51,418277,418328,1,18766359672
12,0,5,164804487414099,164804487414150,164804488116945,51,702795,702846,1,18766359672
13,0,5,164804497392531,164804497392582,164804498071653,51,679071,679122,1,18766359672
14,0,5,164804507441698,164804507441749,164804508141526,51,699777,699828,1,18766359672
15,0,5,164804517440528,164804517440579,164804518274401,51,833822,833873,1,18766359672
16,0,5,164804527443755,164804527443807,164804528195088,52,751281,751333,1,18766359672
17,0,5,164804537445544,164804537445595,164804538015457,51,569862,569913,1,18766359672
18,0,5,164804547442191,164804547442242,164804548180753,51,738511,738562,1,18766359672
19,0,5,164804557446972,164804557447029,164804558313783,57,866754,866811,1,18766359672
20,0,5,164804567405075,164804567405133,164804567954843,58,549710,549768,1,18766359672
21,0,5,164804577440603,164804577440654,164804578034103,51,593449,593500,1,18766359672
22,0,5,164804587400038,164804587400091,164804588032720,53,632629,632682,1,18766359672
23,0,5,164804597443263,164804597443313,164804598218351,50,775038,775088,1,18766359672
24,0,5,164804607444070,164804607444121,164804608287235,51,843114,843165,1,18766359672
25,0,5,164804617433270,164804617433328,164804618414506,58,981178,981236,1,18766359672
26,0,5,164804627428535,164804627428586,164804628461804,51,1033218,1033269,1,18766359672
27,0,5,164804637444926,164804637444983,164804637965395,57,520412,520469,1,18766359672
28,0,5,164804647415258,164804647415315,164804647946392,57,531077,531134,1,18766359672
29,0,5,164804657394848,164804657394898,164804658110460,50,715562,715612,1,18766359672
30,0,5,164804667385697,164804667385748,164804667946974,51,561226,561277,1,18766359672
31,0,5,164804677386540,164804677386593,164804678583114,53,1196521,1196574,1,18766359672
32,0,5,164804687400632,164804687400683,164804687874594,51,473911,473962,1,18766359672
33,0,5,164804697445083,164804697445140,164804697946036,57,500896,500953,1,18766359672
34,0,5,164804707444128,164804707444185,164804708000916,57,556731,556788,1,18766359672
35,0,5,164804717461771,164804717461821,164804717964019,50,502198,502248,1,18766359672
36,0,5,164804727478487,164804727478537,164804728349820,50,871283,871333,1,18766359672
37,0,5,164804737442042,164804737442094,164804737993599,52,551505,551557,1,18766359672
38,0,5,164804747422983,164804747423040,164804748140127,57,717087,717144,1,18766359672
39,0,5,164804757445365,164804757445415,164804758041717,50,596302,596352,1,18766359672
40,0,5,164804767445581,164804767445630,164804768197380,49,751750,751799,1,18766359672
41,0,5,164804777375399,164804777375448,164804778025525,49,650077,650126,1,18766359672
42,0,5,164804787443523,164804787443580,164804788164787,57,721207,721264,1,18766359672
43,0,5,164804797407941,164804797407992,164804798176138,51,768146,768197,1,18766359672
44,0,5,164804807445163,164804807445214,164804808375142,51,929928,929979,1,18766359672
