seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,5,196619241187528,196619241187577,196619245800924,49,4613347,4613396,1,5603238000
1,0,5,196619341200990,196619341201054,196619345234317,64,4033263,4033327,1,5603238000
2,0,5,196619441073525,196619441073590,196619444740326,65,3666736,3666801,1,5603238000
3,0,5,196619541083463,196619541083528,196619545070954,65,3987426,3987491,1,5603238000
4,0,5,196619641064749,196619641064811,196619645660976,62,4596165,4596227,1,5603238000
5,0,5,196619741085788,196619741085853,196619744968564,65,3882711,3882776,1,5603238000
6,0,5,196619841077696,196619841077760,196619844744137,64,3666377,3666441,1,5603238000
7,0,5,196619941079087,196619941079167,196619945642699,80,4563532,4563612,1,5603238000
8,0,5,196620041072696,196620041072772,196620045340736,76,4267964,4268040,1,5603238000
9,0,5,196620141073429,196620141073491,196620148281158,62,7207667,7207729,1,5603238000
10,0,5,196620241079624,196620241079690,196620244585359,66,3505669,3505735,1,5603238000
11,0,5,196620341059592,196620341059658,196620344591765,66,3532107,3532173,1,5603238000
12,0,5,196620441097760,196620441097833,196620444587988,73,3490155,3490228,1,5603238000
13,0,5,196620541081286,196620541081351,196620545025796,65,3944445,3944510,1,5603238000
14,0,5,196620641098470,196620641098534,196620644930095,64,3831561,3831625,1,5603238000
15,0,5,196620741077444,196620741077544,196620745732470,100,4654926,4655026,1,5603238000
16,0,5,196620841109287,196620841109352,196620844199019,65,3089667,3089732,1,5603238000
17,0,5,196620941085289,196620941085342,196620946122733,53,5037391,5037444,1,5603238000
18,0,5,196621041090800,196621041090860,196621044611356,60,3520496,3520556,1,5603238000
19,0,5,196621141066517,196621141066568,196621144799705,51,3733137,3733188,1,5603238000
20,0,5,196621241208189,196621241208450,196621246270815,261,5062365,5062626,1,5603238000
21,0,5,196621341093503,196621341093567,196621344210031,64,3116464,3116528,1,5603238000
22,0,5,196621441149444,196621441149507,196621444909913,63,3760406,3760469,1,5603238000
23,0,5,196621541075876,196621541075955,196621545849804,79,4773849,4773928,1,5603238000
24,0,5,196621641088599,196621641088688,196621645385963,89,4297275,4297364,1,5603238000
25,0,5,196621741149526,196621741149591,196621744454908,65,3305317,3305382,1,5603238000
26,0,5,196621841149009,196621841149081,196621844850770,72,3701689,3701761,1,5603238000
27,0,5,196621941151023,196621941151096,196621944947404,73,3796308,3796381,1,5603238000
28,0,5,196622041148618,196622041148683,196622044547362,65,3398679,3398744,1,5603238000
29,0,5,196622141111896,196622141111959,196622144387765,63,3275806,3275869,1,5603238000
30,0,5,196622241104261,196622241104355,196622245667063,94,4562708,4562802,1,5603238000
31,0,5,196622341258719,196622341258779,196622345122628,60,3863849,3863909,1,5603238000
32,0,5,196622441122724,196622441122782,196622444823142,58,3700360,3700418,1,5603238000
33,0,5,196622541158045,196622541158109,196622544460901,64,3302792,3302856,1,5603238000
34,0,5,196622641158287,196622641158351,196622644688931,64,3530580,3530644,1,5603238000
35,0,5,196622741160352,196622741160417,196622744894877,65,3734460,3734525,1,5603238000
36,0,5,196622841131551,196622841131616,196622844539215,65,3407599,3407664,1,5603238000
