seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,7,196619241187528,196619241187577,196619245990521,49,4802944,4802993,1,5623745394
1,0,7,196619341200990,196619341201054,196619344922878,64,3721824,3721888,1,5623745394
2,0,7,196619441073525,196619441073590,196619444916496,65,3842906,3842971,1,5623745394
3,0,7,196619541083463,196619541083528,196619544817794,65,3734266,3734331,1,5623745394
4,0,7,196619641064749,196619641064811,196619644939366,62,3874555,3874617,1,5623745394
5,0,7,196619741085788,196619741085853,196619744447179,65,3361326,3361391,1,5623745394
6,0,7,196619841077696,196619841077760,196619844633270,64,3555510,3555574,1,5623745394
7,0,7,196619941079087,196619941079167,196619945819238,80,4740071,4740151,1,5623745394
8,0,7,196620041072696,196620041072772,196620045724498,76,4651726,4651802,1,5623745394
9,0,7,196620141073429,196620141073491,196620148963999,62,7890508,7890570,1,5623745394
10,0,7,196620241079624,196620241079690,196620244323740,66,3244050,3244116,1,5623745394
11,0,7,196620341059592,196620341059658,196620344729725,66,3670067,3670133,1,5623745394
12,0,7,196620441097760,196620441097833,196620444284885,73,3187052,3187125,1,5623745394
13,0,7,196620541081286,196620541081351,196620545023938,65,3942587,3942652,1,5623745394
14,0,7,196620641098470,196620641098534,196620644742543,64,3644009,3644073,1,5623745394
15,0,7,196620741077444,196620741077544,196620745236590,100,4159046,4159146,1,5623745394
16,0,7,196620841109287,196620841109352,196620844562914,65,3453562,3453627,1,5623745394
17,0,7,196620941085289,196620941085342,196620945877576,53,4792234,4792287,1,5623745394
18,0,7,196621041090800,196621041090860,196621044231226,60,3140366,3140426,1,5623745394
19,0,7,196621141066517,196621141066568,196621144681285,51,3614717,3614768,1,5623745394
20,0,7,196621241208189,196621241208450,196621246824580,261,5616130,5616391,1,5623745394
21,0,7,196621341093503,196621341093567,196621344498511,64,3404944,3405008,1,5623745394
22,0,7,196621441149444,196621441149507,196621445348440,63,4198933,4198996,1,5623745394
23,0,7,196621541075876,196621541075955,196621546463878,79,5387923,5388002,1,5623745394
24,0,7,196621641088599,196621641088688,196621645782919,89,4694231,4694320,1,5623745394
25,0,7,196621741149526,196621741149591,196621744573305,65,3423714,3423779,1,5623745394
26,0,7,196621841149009,196621841149081,196621844788479,72,3639398,3639470,1,5623745394
27,0,7,196621941151023,196621941151096,196621945672092,73,4520996,4521069,1,5623745394
28,0,7,196622041148618,196622041148683,196622044772654,65,3623971,3624036,1,5623745394
29,0,7,196622141111896,196622141111959,196622144868978,63,3757019,3757082,1,5623745394
30,0,7,196622241104261,196622241104355,196622245445431,94,4341076,4341170,1,5623745394
31,0,7,196622341258719,196622341258779,196622345437582,60,4178803,4178863,1,5623745394
32,0,7,196622441122724,196622441122782,196622444385841,58,3263059,3263117,1,5623745394
33,0,7,196622541158045,196622541158109,196622544421514,64,3263405,3263469,1,5623745394
34,0,7,196622641158287,196622641158351,196622644400693,64,3242342,3242406,1,5623745394
35,0,7,196622741160352,196622741160417,196622744903839,65,3743422,3743487,1,5623745394
36,0,7,196622841131551,196622841131616,196622844406083,65,3274467,3274532,1,5623745394
37,0,7,196622941147358,196622941147423,196622944734073,65,3586650,3586715,1,5623745394
38,0,7,196623041162427,196623041162492,196623044369667,65,3207175,3207240,1,5623745394
39,0,7,196623141138250,196623141138319,196623144782732,69,3644413,3644482,1,5623745394
40,0,7,196623241175281,196623241175349,196623244894090,68,3718741,3718809,1,5623745394
41,0,7,196623341167944,196623341168017,196623344479046,73,3311029,3311102,1,5623745394
