seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,10,196619241187528,196619241187577,196619244582837,49,3395260,3395309,1,5549534798
1,0,10,196619341200990,196619341201054,196619344562991,64,3361937,3362001,1,5549534798
2,0,10,196619441073525,196619441073590,196619444554744,65,3481154,3481219,1,5549534798
3,0,10,196619541083463,196619541083528,196619544643370,65,3559842,3559907,1,5549534798
4,0,10,196619641064749,196619641064811,196619645393861,62,4329050,4329112,1,5549534798
5,0,10,196619741085788,196619741085853,196619744831468,65,3745615,3745680,1,5549534798
6,0,10,196619841077696,196619841077760,196619845586562,64,4508802,4508866,1,5549534798
7,0,10,196619941079087,196619941079167,196619945142694,80,4063527,4063607,1,5549534798
8,0,10,196620041072696,196620041072772,196620045306581,76,4233809,4233885,1,5549534798
9,0,10,196620141073429,196620141073491,196620149868798,62,8795307,8795369,1,5549534798
10,0,10,196620241079624,196620241079690,196620244320619,66,3240929,3240995,1,5549534798
11,0,10,196620341059592,196620341059658,196620344985811,66,3926153,3926219,1,5549534798
12,0,10,196620441097760,196620441097833,196620444077431,73,2979598,2979671,1,5549534798
13,0,10,196620541081286,196620541081351,196620544442357,65,3361006,3361071,1,5549534798
14,0,10,196620641098470,196620641098534,196620644534288,64,3435754,3435818,1,5549534798
15,0,10,196620741077444,196620741077544,196620745474679,100,4397135,4397235,1,5549534798
16,0,10,196620841109287,196620841109352,196620844188980,65,3079628,3079693,1,5549534798
17,0,10,196620941085289,196620941085342,196620946286588,53,5201246,5201299,1,5549534798
18,0,10,196621041090800,196621041090860,196621044057009,60,2966149,2966209,1,5549534798
19,0,10,196621141066517,196621141066568,196621144250192,51,3183624,3183675,1,5549534798
20,0,10,196621241208189,196621241208450,196621245365703,261,4157253,4157514,1,5549534798
21,0,10,196621341093503,196621341093567,196621344117578,64,3024011,3024075,1,5549534798
22,0,10,196621441149444,196621441149507,196621445138961,63,3989454,3989517,1,5549534798
23,0,10,196621541075876,196621541075955,196621546588273,79,5512318,5512397,1,5549534798
24,0,10,196621641088599,196621641088688,196621645111517,89,4022829,4022918,1,5549534798
25,0,10,196621741149526,196621741149591,196621744368409,65,3218818,3218883,1,5549534798
26,0,10,196621841149009,196621841149081,196621844713866,72,3564785,3564857,1,5549534798
27,0,10,196621941151023,196621941151096,196621944966207,73,3815111,3815184,1,5549534798
28,0,10,196622041148618,196622041148683,196622044293095,65,3144412,3144477,1,5549534798
29,0,10,196622141111896,196622141111959,196622144042785,63,2930826,2930889,1,5549534798
30,0,10,196622241104261,196622241104355,196622245451810,94,4347455,4347549,1,5549534798
31,0,10,196622341258719,196622341258779,196622344911986,60,3653207,3653267,1,5549534798
32,0,10,196622441122724,196622441122782,196622444344419,58,3221637,3221695,1,5549534798
33,0,10,196622541158045,196622541158109,196622544994787,64,3836678,3836742,1,5549534798
34,0,10,196622641158287,196622641158351,196622644146249,64,2987898,2987962,1,5549534798
35,0,10,196622741160352,196622741160417,196622744468441,65,3308024,3308089,1,5549534798
36,0,10,196622841131551,196622841131616,196622843937510,65,2805894,2805959,1,5549534798
37,0,10,196622941147358,196622941147423,196622944045993,65,2898570,2898635,1,5549534798
38,0,10,196623041162427,196623041162492,196623044403407,65,3240915,3240980,1,5549534798
39,0,10,196623141138250,196623141138319,196623144097669,69,2959350,2959419,1,5549534798
40,0,10,196623241175281,196623241175349,196623245268766,68,4093417,4093485,1,5549534798
41,0,10,196623341167944,196623341168017,196623343996811,73,2828794,2828867,1,5549534798
42,0,10,196623441102077,196623441102151,196623443884462,74,2782311,2782385,1,5549534798
43,0,10,196623541169225,196623541169290,196623544516907,65,3347617,3347682,1,5549534798
44,0,10,196623641133411,196623641133482,196623644540228,71,3406746,3406817,1,5549534798
45,0,10,196623741173184,196623741173257,196623744215632,73,3042375,3042448,1,5549534798
46,0,10,196623841170293,196623841170358,196623844096215,65,2925857,2925922,1,5549534798
47,0,10,196623941131483,196623941131547,196623944178391,64,3046844,3046908,1,5549534798
48,0,10,196624041133629,196624041133694,196624044421866,65,3288172,3288237,1,5549534798
49,0,10,196624141140073,196624141140138,196624144597857,65,3457719,3457784,1,5549534798
50,0,10,196624241152471,196624241152535,196624244409319,64,3256784,3256848,1,5549534798
51,0,10,196624341137035,196624341137099,196624344916734,64,3779635,3779699,1,5549534798
52,0,10,196624441319274,196624441319515,196624451248303,241,9928788,9929029,1,5549534798
53,0,10,196624541219803,196624541220034,196624553151296,231,11931262,11931493,1,5549534798
54,0,10,196624641135458,196624641135530,196624644173305,72,3037775,3037847,1,5549534798
55,0,10,196624741175149,196624741175302,196624746749970,153,5574668,5574821,1,5549534798
56,0,10,196624841184135,196624841184199,196624844086302,64,2902103,2902167,1,5549534798
57,0,10,196624941123547,196624941123632,196624944598268,85,3474636,3474721,1,5549534798
58,0,10,196625041187687,196625041187751,196625044303625,64,3115874,3115938,1,5549534798
59,0,10,196625141139360,196625141139425,196625144457001,65,3317576,3317641,1,5549534798
60,0,10,196625241148324,196625241148390,196625244750507,66,3602117,3602183,1,5549534798
61,0,10,196625341189196,196625341189260,196625344612421,64,3423161,3423225,1,5549534798
62,0,10,196625441223278,196625441223375,196625446559641,97,5336266,5336363,1,5549534798
63,0,10,196625541148306,196625541148372,196625544424214,66,3275842,3275908,1,5549534798
64,0,10,196625641144851,196625641144916,196625644536952,65,3392036,3392101,1,5549534798
65,0,10,196625741150879,196625741150942,196625744120928,63,2969986,2970049,1,5549534798
66,0,10,196625841195689,196625841195754,196625844782476,65,3586722,3586787,1,5549534798
67,0,10,196625941122730,196625941122781,196625943862764,51,2739983,2740034,1,5549534798
68,0,10,196626041159096,196626041159161,196626044087303,65,2928142,2928207,1,5549534798
69,0,10,196626141165711,196626141165776,196626144420544,65,3254768,3254833,1,5549534798
70,0,10,196626241139328,196626241139393,196626244764946,65,3625553,3625618,1,5549534798
71,0,10,196626341151642,196626341151707,196626344620151,65,3468444,3468509,1,5549534798
72,0,10,196626441204773,196626441204847,196626445067397,74,3862550,3862624,1,5549534798
73,0,10,196626541162227,196626541162299,196626544613806,72,3451507,3451579,1,5549534798
74,0,10,196626641156916,196626641156982,196626644709453,66,3552471,3552537,1,5549534798
75,0,10,196626741138509,196626741138581,196626745028935,72,3890354,3890426,1,5549534798
76,0,10,196626841155674,196626841155740,196626844618227,66,3462487,3462553,1,5549534798
77,0,10,196626941207582,196626941207647,196626944786120,65,3578473,3578538,1,5549534798
78,0,10,196627041277682,196627041277893,196627046021576,211,4743683,4743894,1,5549534798
79,0,10,196627141161611,196627141161673,196627144033827,62,2872154,2872216,1,5549534798
80,0,10,196627241187640,196627241187739,196627245899567,99,4711828,4711927,1,5549534798
81,0,10,196627341251094,196627341251193,196627346119228,99,4868035,4868134,1,5549534798
82,0,10,196627441218277,196627441218435,196627446009400,158,4790965,4791123,1,5549534798
83,0,10,196627541198927,196627541199038,196627546177950,111,4978912,4979023,1,5549534798
84,0,10,196627641176748,196627641176844,196627645076725,96,3899881,3899977,1,5549534798
85,0,10,196627741297404,196627741297571,196627747904157,167,6606586,6606753,1,5549534798
86,0,10,196627841176573,196627841176637,196627844099348,64,2922711,2922775,1,5549534798
87,0,10,196627941219653,196627941219810,196627948646624,157,7426814,7426971,1,5549534798
