seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,9,196619241187528,196619241187577,196619244585366,49,3397789,3397838,1,5626782926
1,0,9,196619341200990,196619341201054,196619345113594,64,3912540,3912604,1,5626782926
2,0,9,196619441073525,196619441073590,196619444342142,65,3268552,3268617,1,5626782926
3,0,9,196619541083463,196619541083528,196619544494097,65,3410569,3410634,1,5626782926
4,0,9,196619641064749,196619641064811,196619644921853,62,3857042,3857104,1,5626782926
5,0,9,196619741085788,196619741085853,196619744877124,65,3791271,3791336,1,5626782926
6,0,9,196619841077696,196619841077760,196619844961979,64,3884219,3884283,1,5626782926
7,0,9,196619941079087,196619941079167,196619945153028,80,4073861,4073941,1,5626782926
8,0,9,196620041072696,196620041072772,196620045298144,76,4225372,4225448,1,5626782926
9,0,9,196620141073429,196620141073491,196620148041562,62,6968071,6968133,1,5626782926
10,0,9,196620241079624,196620241079690,196620244422495,66,3342805,3342871,1,5626782926
11,0,9,196620341059592,196620341059658,196620344357994,66,3298336,3298402,1,5626782926
12,0,9,196620441097760,196620441097833,196620444182760,73,3084927,3085000,1,5626782926
13,0,9,196620541081286,196620541081351,196620544481894,65,3400543,3400608,1,5626782926
14,0,9,196620641098470,196620641098534,196620644567935,64,3469401,3469465,1,5626782926
15,0,9,196620741077444,196620741077544,196620745222799,100,4145255,4145355,1,5626782926
16,0,9,196620841109287,196620841109352,196620844177789,65,3068437,3068502,1,5626782926
17,0,9,196620941085289,196620941085342,196620946224703,53,5139361,5139414,1,5626782926
18,0,9,196621041090800,196621041090860,196621044686215,60,3595355,3595415,1,5626782926
19,0,9,196621141066517,196621141066568,196621144223144,51,3156576,3156627,1,5626782926
20,0,9,196621241208189,196621241208450,196621245429943,261,4221493,4221754,1,5626782926
21,0,9,196621341093503,196621341093567,196621344118698,64,3025131,3025195,1,5626782926
22,0,9,196621441149444,196621441149507,196621444783694,63,3634187,3634250,1,5626782926
23,0,9,196621541075876,196621541075955,196621545963335,79,4887380,4887459,1,5626782926
24,0,9,196621641088599,196621641088688,196621646716173,89,5627485,5627574,1,5626782926
25,0,9,196621741149526,196621741149591,196621744205829,65,3056238,3056303,1,5626782926
26,0,9,196621841149009,196621841149081,196621844202592,72,3053511,3053583,1,5626782926
27,0,9,196621941151023,196621941151096,196621944966310,73,3815214,3815287,1,5626782926
28,0,9,196622041148618,196622041148683,196622044264355,65,3115672,3115737,1,5626782926
29,0,9,196622141111896,196622141111959,196622144548590,63,3436631,3436694,1,5626782926
30,0,9,196622241104261,196622241104355,196622245653790,94,4549435,4549529,1,5626782926
31,0,9,196622341258719,196622341258779,196622344938370,60,3679591,3679651,1,5626782926
32,0,9,196622441122724,196622441122782,196622444541316,58,3418534,3418592,1,5626782926
33,0,9,196622541158045,196622541158109,196622544409513,64,3251404,3251468,1,5626782926
34,0,9,196622641158287,196622641158351,196622644184100,64,3025749,3025813,1,5626782926
35,0,9,196622741160352,196622741160417,196622744477323,65,3316906,3316971,1,5626782926
36,0,9,196622841131551,196622841131616,196622843947378,65,2815762,2815827,1,5626782926
37,0,9,196622941147358,196622941147423,196622944231840,65,3084417,3084482,1,5626782926
38,0,9,196623041162427,196623041162492,196623045011402,65,3848910,3848975,1,5626782926
39,0,9,196623141138250,196623141138319,196623144041193,69,2902874,2902943,1,5626782926
40,0,9,196623241175281,196623241175349,196623244817676,68,3642327,3642395,1,5626782926
41,0,9,196623341167944,196623341168017,196623344653797,73,3485780,3485853,1,5626782926
42,0,9,196623441102077,196623441102151,196623443903771,74,2801620,2801694,1,5626782926
43,0,9,196623541169225,196623541169290,196623544498576,65,3329286,3329351,1,5626782926
44,0,9,196623641133411,196623641133482,196623644415139,71,3281657,3281728,1,5626782926
