timestamp,container,cpu_percent,mem_usage_mb
1775192907,bench_sub_20,0.03%,20.4MiB / 15.52GiB
1775192907,bench_sub_19,0.03%,20.41MiB / 15.52GiB
1775192907,bench_sub_18,0.03%,20.4MiB / 15.52GiB
1775192907,bench_sub_17,0.03%,20.47MiB / 15.52GiB
1775192907,bench_sub_16,0.03%,20.48MiB / 15.52GiB
1775192907,bench_sub_15,0.02%,20.38MiB / 15.52GiB
1775192907,bench_sub_14,0.02%,20.45MiB / 15.52GiB
1775192907,bench_sub_13,0.06%,20.37MiB / 15.52GiB
1775192907,bench_sub_12,0.10%,20.46MiB / 15.52GiB
1775192907,bench_sub_11,0.02%,20.45MiB / 15.52GiB
1775192907,bench_sub_10,0.04%,20.46MiB / 15.52GiB
1775192907,bench_sub_9,0.03%,20.48MiB / 15.52GiB
1775192907,bench_sub_8,0.03%,20.48MiB / 15.52GiB
1775192907,bench_sub_7,0.03%,20.46MiB / 15.52GiB
1775192907,bench_sub_6,0.03%,20.47MiB / 15.52GiB
1775192907,bench_sub_5,0.03%,20.45MiB / 15.52GiB
1775192907,bench_sub_4,0.03%,20.44MiB / 15.52GiB
1775192907,bench_sub_3,0.03%,20.48MiB / 15.52GiB
1775192907,bench_sub_2,0.03%,20.39MiB / 15.52GiB
1775192907,bench_sub_1,0.03%,20.46MiB / 15.52GiB
1775192910,bench_sub_20,1.55%,20.52MiB / 15.52GiB
1775192910,bench_sub_19,1.47%,20.53MiB / 15.52GiB
1775192910,bench_sub_18,1.50%,20.52MiB / 15.52GiB
1775192910,bench_sub_17,1.39%,20.59MiB / 15.52GiB
1775192910,bench_sub_16,1.44%,20.59MiB / 15.52GiB
1775192910,bench_sub_15,1.40%,20.5MiB / 15.52GiB
1775192910,bench_sub_14,1.37%,20.57MiB / 15.52GiB
1775192910,bench_sub_13,1.39%,20.48MiB / 15.52GiB
1775192910,bench_sub_12,1.32%,20.57MiB / 15.52GiB
1775192910,bench_sub_11,1.38%,20.57MiB / 15.52GiB
1775192910,bench_sub_10,1.32%,20.58MiB / 15.52GiB
1775192910,bench_sub_9,1.34%,20.59MiB / 15.52GiB
1775192910,bench_sub_8,1.34%,20.59MiB / 15.52GiB
1775192910,bench_sub_7,1.39%,20.58MiB / 15.52GiB
1775192910,bench_sub_6,1.42%,20.58MiB / 15.52GiB
1775192910,bench_sub_5,1.42%,20.56MiB / 15.52GiB
1775192910,bench_sub_4,1.32%,20.56MiB / 15.52GiB
1775192910,bench_sub_3,1.33%,20.59MiB / 15.52GiB
1775192910,bench_sub_2,1.37%,20.5MiB / 15.52GiB
1775192910,bench_sub_1,1.78%,20.55MiB / 15.52GiB
1775192913,bench_sub_20,1.90%,20.54MiB / 15.52GiB
1775192913,bench_sub_19,1.79%,20.55MiB / 15.52GiB
1775192913,bench_sub_18,1.83%,20.55MiB / 15.52GiB
1775192913,bench_sub_17,1.75%,20.62MiB / 15.52GiB
1775192913,bench_sub_16,1.70%,20.62MiB / 15.52GiB
1775192913,bench_sub_15,1.66%,20.52MiB / 15.52GiB
1775192913,bench_sub_14,1.71%,20.59MiB / 15.52GiB
1775192913,bench_sub_13,1.73%,20.51MiB / 15.52GiB
1775192913,bench_sub_12,1.65%,20.6MiB / 15.52GiB
1775192913,bench_sub_11,1.74%,20.59MiB / 15.52GiB
1775192913,bench_sub_10,1.71%,20.61MiB / 15.52GiB
1775192913,bench_sub_9,1.68%,20.62MiB / 15.52GiB
1775192913,bench_sub_8,1.72%,20.61MiB / 15.52GiB
1775192913,bench_sub_7,1.71%,20.6MiB / 15.52GiB
1775192913,bench_sub_6,1.62%,20.61MiB / 15.52GiB
1775192913,bench_sub_5,1.67%,20.59MiB / 15.52GiB
1775192913,bench_sub_4,1.64%,20.58MiB / 15.52GiB
1775192913,bench_sub_3,1.63%,20.62MiB / 15.52GiB
1775192913,bench_sub_2,1.69%,20.53MiB / 15.52GiB
1775192913,bench_sub_1,1.64%,20.59MiB / 15.52GiB
1775192916,bench_sub_20,1.82%,20.57MiB / 15.52GiB
1775192916,bench_sub_19,1.77%,20.59MiB / 15.52GiB
