seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,17,164715572797840,164715572797891,164715573487972,51,690081,690132,1,5747281219
1,0,17,164715582784428,164715582784487,164715582977362,59,192875,192934,1,5747281219
2,0,17,164715592772499,164715592772550,164715592979001,51,206451,206502,1,5747281219
3,0,17,164715602825574,164715602825626,164715603124253,52,298627,298679,1,5747281219
4,0,17,164715612787502,164715612787553,164715613001883,51,214330,214381,1,5747281219
5,0,17,164715622791474,164715622791524,164715623006125,50,214601,214651,1,5747281219
6,0,17,164715632736586,164715632736637,164715632991230,51,254593,254644,1,5747281219
7,0,17,164715642773085,164715642773135,164715642942227,50,169092,169142,1,5747281219
8,0,17,164715652773671,164715652773723,164715652949029,52,175306,175358,1,5747281219
9,0,17,164715662786926,164715662786984,164715662998296,58,211312,211370,1,5747281219
10,0,17,164715672784853,164715672784904,164715673086655,51,301751,301802,1,5747281219
11,0,17,164715682824749,164715682824806,164715683261541,57,436735,436792,1,5747281219
12,0,17,164715692796122,164715692796173,164715693145464,51,349291,349342,1,5747281219
13,0,17,164715702773005,164715702773075,164715702935348,70,162273,162343,1,5747281219
14,0,17,164715712800108,164715712800159,164715713079084,51,278925,278976,1,5747281219
15,0,17,164715722826313,164715722826365,164715723113589,52,287224,287276,1,5747281219
16,0,17,164715732774225,164715732774276,164715733014063,51,239787,239838,1,5747281219
17,0,17,164715742829234,164715742829292,164715743076895,58,247603,247661,1,5747281219
18,0,17,164715752797108,164715752797161,164715753044764,53,247603,247656,1,5747281219
19,0,17,164715762788344,164715762788397,164715762965907,53,177510,177563,1,5747281219
20,0,17,164715772783795,164715772783845,164715773194809,50,410964,411014,1,5747281219
21,0,17,164715782826407,164715782826465,164715783418801,58,592336,592394,1,5747281219
22,0,17,164715792787388,164715792787441,164715793132462,53,345021,345074,1,5747281219
23,0,17,164715802777664,164715802777714,164715802998130,50,220416,220466,1,5747281219
24,0,17,164715812740091,164715812740142,164715812926123,51,185981,186032,1,5747281219
25,0,17,164715822826733,164715822826786,164715823163026,53,336240,336293,1,5747281219
26,0,17,164715832788901,164715832788953,164715832999481,52,210528,210580,1,5747281219
27,0,17,164715842779621,164715842779672,164715842998791,51,219119,219170,1,5747281219
28,0,17,164715852773553,164715852773615,164715852947245,62,173630,173692,1,5747281219
29,0,17,164715862789698,164715862789749,164715862995625,51,205876,205927,1,5747281219
30,0,17,164715872863690,164715872863741,164715873154692,51,290951,291002,1,5747281219
31,0,17,164715882827509,164715882827566,164715883054869,57,227303,227360,1,5747281219
32,0,17,164715892792481,164715892792558,164715892999034,77,206476,206553,1,5747281219
33,0,17,164715902773498,164715902773568,164715903213762,70,440194,440264,1,5747281219
34,0,17,164715912779424,164715912779476,164715913046773,52,267297,267349,1,5747281219
35,0,17,164715922798613,164715922798663,164715923015787,50,217124,217174,1,5747281219
36,0,17,164715932799375,164715932799434,164715933013202,59,213768,213827,1,5747281219
37,0,17,164715942785017,164715942785105,164715943190916,88,405811,405899,1,5747281219
38,0,17,164715952800383,164715952800442,164715953082283,59,281841,281900,1,5747281219
39,0,17,164715962759624,164715962759681,164715963118219,57,358538,358595,1,5747281219
40,0,17,164715972762423,164715972762475,164715973071326,52,308851,308903,1,5747281219
41,0,17,164715982826554,164715982826614,164715983087961,60,261347,261407,1,5747281219
42,0,17,164715992724224,164715992724277,164715992907934,53,183657,183710,1,5747281219
43,0,17,164716002795739,164716002795902,164716003072477,163,276575,276738,1,5747281219
44,0,17,164716012749466,164716012749518,164716012976517,52,226999,227051,1,5747281219
45,0,17,164716022828188,164716022828239,164716023123850,51,295611,295662,1,5747281219
46,0,17,164716032796349,164716032796414,164716033079852,65,283438,283503,1,5747281219
47,0,17,164716042827613,164716042827670,164716043121761,57,294091,294148,1,5747281219
48,0,17,164716052798359,164716052798411,164716053086784,52,288373,288425,1,5747281219
49,0,17,164716062756973,164716062757045,164716063029311,72,272266,272338,1,5747281219
50,0,17,164716072760836,164716072760889,164716072994811,53,233922,233975,1,5747281219
51,0,17,164716082826549,164716082826601,164716083125745,52,299144,299196,1,5747281219
52,0,17,164716092786862,164716092786927,164716093359690,65,572763,572828,1,5747281219
53,0,17,164716102827483,164716102827534,164716103145673,51,318139,318190,1,5747281219
54,0,17,164716112827202,164716112827261,164716113066162,59,238901,238960,1,5747281219
55,0,17,164716122833678,164716122833997,164716123170654,319,336657,336976,1,5747281219
56,0,17,164716132825277,164716132825329,164716133103651,52,278322,278374,1,5747281219
57,0,17,164716142830331,164716142830383,164716143286875,52,456492,456544,1,5747281219
58,0,17,164716152829576,164716152829633,164716153134721,57,305088,305145,1,5747281219
59,0,17,164716162828497,164716162828556,164716163135379,59,306823,306882,1,5747281219
60,0,17,164716172779630,164716172779671,164716173297160,41,517489,517530,1,5747281219
61,0,17,164716182776370,164716182776423,164716183123149,53,346726,346779,1,5747281219
62,0,17,164716192774793,164716192774844,164716193110756,51,335912,335963,1,5747281219
63,0,17,164716202827752,164716202827805,164716203446531,53,618726,618779,1,5747281219
64,0,17,164716212797423,164716212797474,164716213269504,51,472030,472081,1,5747281219
65,0,17,164716222806860,164716222806918,164716223221283,58,414365,414423,1,5747281219
66,0,17,164716232802551,164716232802608,164716233089766,57,287158,287215,1,5747281219
67,0,17,164716242809157,164716242809208,164716243011586,51,202378,202429,1,5747281219
68,0,17,164716252797422,164716252797479,164716253011056,57,213577,213634,1,5747281219
69,0,17,164716262798482,164716262798535,164716263081065,53,282530,282583,1,5747281219
70,0,17,164716272785058,164716272785122,164716273180196,64,395074,395138,1,5747281219
71,0,17,164716282796201,164716282796251,164716282957431,50,161180,161230,1,5747281219
72,0,17,164716292795675,164716292795726,164716293006932,51,211206,211257,1,5747281219
73,0,17,164716302832791,164716302832849,164716303119494,58,286645,286703,1,5747281219
74,0,17,164716312762028,164716312762079,164716313041969,51,279890,279941,1,5747281219
75,0,17,164716322775957,164716322776014,164716322928895,57,152881,152938,1,5747281219
76,0,17,164716332799361,164716332799412,164716333133650,51,334238,334289,1,5747281219
77,0,17,164716342789047,164716342789098,164716343172672,51,383574,383625,1,5747281219
78,0,17,164716352805529,164716352805580,164716353091783,51,286203,286254,1,5747281219
79,0,17,164716362828355,164716362828406,164716363123286,51,294880,294931,1,5747281219
80,0,17,164716372796279,164716372796354,164716373075507,75,279153,279228,1,5747281219
81,0,17,164716382832259,164716382832319,164716383122248,60,289929,289989,1,5747281219
82,0,17,164716392830711,164716392830764,164716393092503,53,261739,261792,1,5747281219
