seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,8,164715572797840,164715572797891,164715573466816,51,668925,668976,1,11774560638
1,0,8,164715582784428,164715582784487,164715583276771,59,492284,492343,1,11774560638
2,0,8,164715592772499,164715592772550,164715593086363,51,313813,313864,1,11774560638
3,0,8,164715602825574,164715602825626,164715603346652,52,521026,521078,1,11774560638
4,0,8,164715612787502,164715612787553,164715613320758,51,533205,533256,1,11774560638
5,0,8,164715622791474,164715622791524,164715623120868,50,329344,329394,1,11774560638
6,0,8,164715632736586,164715632736637,164715633224568,51,487931,487982,1,11774560638
7,0,8,164715642773085,164715642773135,164715643213352,50,440217,440267,1,11774560638
8,0,8,164715652773671,164715652773723,164715653208441,52,434718,434770,1,11774560638
9,0,8,164715662786926,164715662786984,164715662988239,58,201255,201313,1,11774560638
10,0,8,164715672784853,164715672784904,164715673136806,51,351902,351953,1,11774560638
11,0,8,164715682824749,164715682824806,164715683273161,57,448355,448412,1,11774560638
12,0,8,164715692796122,164715692796173,164715693225707,51,429534,429585,1,11774560638
13,0,8,164715702773005,164715702773075,164715703153330,70,380255,380325,1,11774560638
14,0,8,164715712800108,164715712800159,164715713156512,51,356353,356404,1,11774560638
15,0,8,164715722826313,164715722826365,164715723274904,52,448539,448591,1,11774560638
16,0,8,164715732774225,164715732774276,164715733241048,51,466772,466823,1,11774560638
17,0,8,164715742829234,164715742829292,164715743291199,58,461907,461965,1,11774560638
18,0,8,164715752797108,164715752797161,164715753260026,53,462865,462918,1,11774560638
19,0,8,164715762788344,164715762788397,164715763140746,53,352349,352402,1,11774560638
20,0,8,164715772783795,164715772783845,164715773222427,50,438582,438632,1,11774560638
21,0,8,164715782826407,164715782826465,164715783122917,58,296452,296510,1,11774560638
22,0,8,164715792787388,164715792787441,164715793315101,53,527660,527713,1,11774560638
23,0,8,164715802777664,164715802777714,164715803299350,50,521636,521686,1,11774560638
24,0,8,164715812740091,164715812740142,164715813272592,51,532450,532501,1,11774560638
25,0,8,164715822826733,164715822826786,164715823409745,53,582959,583012,1,11774560638
26,0,8,164715832788901,164715832788953,164715833413911,52,624958,625010,1,11774560638
27,0,8,164715842779621,164715842779672,164715843240656,51,460984,461035,1,11774560638
28,0,8,164715852773553,164715852773615,164715853279830,62,506215,506277,1,11774560638
29,0,8,164715862789698,164715862789749,164715863444515,51,654766,654817,1,11774560638
30,0,8,164715872863690,164715872863741,164715873154227,51,290486,290537,1,11774560638
31,0,8,164715882827509,164715882827566,164715883162995,57,335429,335486,1,11774560638
32,0,8,164715892792481,164715892792558,164715893072430,77,279872,279949,1,11774560638
33,0,8,164715902773498,164715902773568,164715903118623,70,345055,345125,1,11774560638
34,0,8,164715912779424,164715912779476,164715913043095,52,263619,263671,1,11774560638
35,0,8,164715922798613,164715922798663,164715923378143,50,579480,579530,1,11774560638
36,0,8,164715932799375,164715932799434,164715933088319,59,288885,288944,1,11774560638
37,0,8,164715942785017,164715942785105,164715943132336,88,347231,347319,1,11774560638
38,0,8,164715952800383,164715952800442,164715953082279,59,281837,281896,1,11774560638
39,0,8,164715962759624,164715962759681,164715963533272,57,773591,773648,1,11774560638
40,0,8,164715972762423,164715972762475,164715973109951,52,347476,347528,1,11774560638
41,0,8,164715982826554,164715982826614,164715983298661,60,472047,472107,1,11774560638
42,0,8,164715992724224,164715992724277,164715993103732,53,379455,379508,1,11774560638
43,0,8,164716002795739,164716002795902,164716003610379,163,814477,814640,1,11774560638
44,0,8,164716012749466,164716012749518,164716013079801,52,330283,330335,1,11774560638
45,0,8,164716022828188,164716022828239,164716023376745,51,548506,548557,1,11774560638
46,0,8,164716032796349,164716032796414,164716033190675,65,394261,394326,1,11774560638
47,0,8,164716042827613,164716042827670,164716043232934,57,405264,405321,1,11774560638
48,0,8,164716052798359,164716052798411,164716053200438,52,402027,402079,1,11774560638
49,0,8,164716062756973,164716062757045,164716063222926,72,465881,465953,1,11774560638
50,0,8,164716072760836,164716072760889,164716073082761,53,321872,321925,1,11774560638
51,0,8,164716082826549,164716082826601,164716083222841,52,396240,396292,1,11774560638
52,0,8,164716092786862,164716092786927,164716093298011,65,511084,511149,1,11774560638
53,0,8,164716102827483,164716102827534,164716103255887,51,428353,428404,1,11774560638
54,0,8,164716112827202,164716112827261,164716113254059,59,426798,426857,1,11774560638
55,0,8,164716122833678,164716122833997,164716123285221,319,451224,451543,1,11774560638
56,0,8,164716132825277,164716132825329,164716133320628,52,495299,495351,1,11774560638
57,0,8,164716142830331,164716142830383,164716143406108,52,575725,575777,1,11774560638
58,0,8,164716152829576,164716152829633,164716153446391,57,616758,616815,1,11774560638
59,0,8,164716162828497,164716162828556,164716163619969,59,791413,791472,1,11774560638
60,0,8,164716172779630,164716172779671,164716173315621,41,535950,535991,1,11774560638
61,0,8,164716182776370,164716182776423,164716183159602,53,383179,383232,1,11774560638
62,0,8,164716192774793,164716192774844,164716193036754,51,261910,261961,1,11774560638
63,0,8,164716202827752,164716202827805,164716203145637,53,317832,317885,1,11774560638
64,0,8,164716212797423,164716212797474,164716213119242,51,321768,321819,1,11774560638
65,0,8,164716222806860,164716222806918,164716223118084,58,311166,311224,1,11774560638
66,0,8,164716232802551,164716232802608,164716233123269,57,320661,320718,1,11774560638
67,0,8,164716242809157,164716242809208,164716243179574,51,370366,370417,1,11774560638
68,0,8,164716252797422,164716252797479,164716253118556,57,321077,321134,1,11774560638
69,0,8,164716262798482,164716262798535,164716263118048,53,319513,319566,1,11774560638
70,0,8,164716272785058,164716272785122,164716273123439,64,338317,338381,1,11774560638
71,0,8,164716282796201,164716282796251,164716283125701,50,329450,329500,1,11774560638
72,0,8,164716292795675,164716292795726,164716293082926,51,287200,287251,1,11774560638
73,0,8,164716302832791,164716302832849,164716303288201,58,455352,455410,1,11774560638
74,0,8,164716312762028,164716312762079,164716313151241,51,389162,389213,1,11774560638
75,0,8,164716322775957,164716322776014,164716323083948,57,307934,307991,1,11774560638
