timestamp,container,cpu_percent,mem_usage_mb
1775191052,bench_sub_30,0.43%,24.81MiB / 15.52GiB
1775191052,bench_sub_29,0.54%,26.64MiB / 15.52GiB
1775191052,bench_sub_28,0.50%,27.55MiB / 15.52GiB
1775191052,bench_sub_27,0.45%,27.25MiB / 15.52GiB
1775191052,bench_sub_26,0.52%,27.62MiB / 15.52GiB
1775191052,bench_sub_25,0.49%,26.97MiB / 15.52GiB
1775191052,bench_sub_24,0.36%,26.3MiB / 15.52GiB
1775191052,bench_sub_23,0.43%,26.58MiB / 15.52GiB
1775191052,bench_sub_22,0.36%,25.52MiB / 15.52GiB
1775191052,bench_sub_21,0.35%,25.87MiB / 15.52GiB
1775191052,bench_sub_20,0.46%,25.84MiB / 15.52GiB
1775191052,bench_sub_19,0.53%,25.25MiB / 15.52GiB
1775191052,bench_sub_18,0.37%,25.88MiB / 15.52GiB
1775191052,bench_sub_17,0.37%,25.59MiB / 15.52GiB
1775191052,bench_sub_16,0.35%,26.61MiB / 15.52GiB
1775191052,bench_sub_15,0.49%,25.89MiB / 15.52GiB
1775191052,bench_sub_14,0.35%,25.59MiB / 15.52GiB
1775191052,bench_sub_13,0.39%,25.95MiB / 15.52GiB
1775191052,bench_sub_12,0.38%,25.69MiB / 15.52GiB
1775191052,bench_sub_11,0.52%,25.53MiB / 15.52GiB
1775191052,bench_sub_10,0.53%,25.71MiB / 15.52GiB
1775191052,bench_sub_9,0.39%,25.87MiB / 15.52GiB
1775191052,bench_sub_8,0.45%,25.96MiB / 15.52GiB
1775191052,bench_sub_7,0.43%,25.99MiB / 15.52GiB
1775191052,bench_sub_6,0.48%,25.56MiB / 15.52GiB
1775191052,bench_sub_5,0.48%,25.79MiB / 15.52GiB
1775191052,bench_sub_4,0.46%,25.39MiB / 15.52GiB
1775191052,bench_sub_3,0.44%,25.47MiB / 15.52GiB
1775191052,bench_sub_2,0.45%,25.61MiB / 15.52GiB
1775191053,bench_sub_1,0.43%,25.34MiB / 15.52GiB
1775191056,bench_sub_30,1.75%,25.1MiB / 15.52GiB
1775191056,bench_sub_29,1.83%,26.94MiB / 15.52GiB
1775191056,bench_sub_28,1.96%,27.88MiB / 15.52GiB
1775191056,bench_sub_27,1.68%,27.64MiB / 15.52GiB
1775191056,bench_sub_26,1.76%,28.07MiB / 15.52GiB
1775191056,bench_sub_25,1.58%,27.27MiB / 15.52GiB
1775191056,bench_sub_24,1.73%,26.68MiB / 15.52GiB
1775191056,bench_sub_23,1.51%,26.95MiB / 15.52GiB
1775191056,bench_sub_22,1.97%,25.99MiB / 15.52GiB
1775191056,bench_sub_21,1.68%,26.19MiB / 15.52GiB
1775191056,bench_sub_20,1.68%,26.3MiB / 15.52GiB
1775191056,bench_sub_19,1.80%,25.72MiB / 15.52GiB
1775191056,bench_sub_18,1.75%,26.22MiB / 15.52GiB
1775191056,bench_sub_17,1.76%,26.06MiB / 15.52GiB
1775191056,bench_sub_16,1.70%,26.88MiB / 15.52GiB
1775191056,bench_sub_15,1.98%,26.19MiB / 15.52GiB
1775191056,bench_sub_14,1.77%,26MiB / 15.52GiB
1775191056,bench_sub_13,1.68%,26.36MiB / 15.52GiB
1775191056,bench_sub_12,1.76%,26.02MiB / 15.52GiB
1775191056,bench_sub_11,1.92%,25.85MiB / 15.52GiB
1775191056,bench_sub_10,1.82%,26.2MiB / 15.52GiB
1775191056,bench_sub_9,1.79%,26.29MiB / 15.52GiB
1775191056,bench_sub_8,1.77%,26.27MiB / 15.52GiB
1775191056,bench_sub_7,1.69%,26.34MiB / 15.52GiB
1775191056,bench_sub_6,1.62%,26.06MiB / 15.52GiB
1775191056,bench_sub_5,1.67%,26.2MiB / 15.52GiB
1775191056,bench_sub_4,1.75%,25.63MiB / 15.52GiB
1775191056,bench_sub_3,1.80%,25.86MiB / 15.52GiB
1775191056,bench_sub_2,1.90%,25.91MiB / 15.52GiB
1775191056,bench_sub_1,1.76%,25.72MiB / 15.52GiB
1775191059,bench_sub_30,2.23%,25.08MiB / 15.52GiB
1775191059,bench_sub_29,2.53%,26.29MiB / 15.52GiB
1775191059,bench_sub_28,2.52%,27.62MiB / 15.52GiB
1775191059,bench_sub_27,2.40%,26.94MiB / 15.52GiB
1775191059,bench_sub_26,2.43%,27.48MiB / 15.52GiB
1775191059,bench_sub_25,2.28%,27.2MiB / 15.52GiB
1775191059,bench_sub_24,2.24%,26.43MiB / 15.52GiB
1775191059,bench_sub_23,1.99%,26.88MiB / 15.52GiB
1775191059,bench_sub_22,2.41%,25.89MiB / 15.52GiB
1775191059,bench_sub_21,2.27%,25.94MiB / 15.52GiB
1775191059,bench_sub_20,2.26%,26.06MiB / 15.52GiB
1775191059,bench_sub_19,2.29%,25.73MiB / 15.52GiB
1775191059,bench_sub_18,2.35%,25.98MiB / 15.52GiB
1775191059,bench_sub_17,2.15%,25.82MiB / 15.52GiB
1775191059,bench_sub_16,2.20%,26.64MiB / 15.52GiB
1775191059,bench_sub_15,2.63%,26.03MiB / 15.52GiB
1775191059,bench_sub_14,2.35%,25.84MiB / 15.52GiB
1775191059,bench_sub_13,2.11%,26.23MiB / 15.52GiB
1775191059,bench_sub_12,2.18%,25.93MiB / 15.52GiB
1775191059,bench_sub_11,2.47%,25.79MiB / 15.52GiB
1775191059,bench_sub_10,2.34%,26.09MiB / 15.52GiB
1775191059,bench_sub_9,2.37%,26.18MiB / 15.52GiB
1775191059,bench_sub_8,2.32%,26.16MiB / 15.52GiB
1775191059,bench_sub_7,2.29%,26.27MiB / 15.52GiB
1775191059,bench_sub_6,2.17%,26.06MiB / 15.52GiB
1775191059,bench_sub_5,2.22%,26.15MiB / 15.52GiB
1775191059,bench_sub_4,2.32%,25.64MiB / 15.52GiB
1775191059,bench_sub_3,2.29%,25.88MiB / 15.52GiB
1775191059,bench_sub_2,2.29%,25.93MiB / 15.52GiB
1775191059,bench_sub_1,2.36%,25.74MiB / 15.52GiB
1775191062,bench_sub_30,1.89%,25.05MiB / 15.52GiB
1775191062,bench_sub_29,2.12%,26.24MiB / 15.52GiB
1775191062,bench_sub_28,2.53%,27.64MiB / 15.52GiB
1775191062,bench_sub_27,2.14%,26.89MiB / 15.52GiB
1775191062,bench_sub_26,1.75%,27.43MiB / 15.52GiB
1775191062,bench_sub_25,1.94%,27.18MiB / 15.52GiB
1775191062,bench_sub_24,1.98%,26.41MiB / 15.52GiB
1775191062,bench_sub_23,1.79%,26.86MiB / 15.52GiB
1775191062,bench_sub_22,2.02%,25.88MiB / 15.52GiB
1775191062,bench_sub_21,1.99%,25.92MiB / 15.52GiB
1775191062,bench_sub_20,1.92%,26.04MiB / 15.52GiB
1775191062,bench_sub_19,2.11%,25.7MiB / 15.52GiB
1775191062,bench_sub_18,1.81%,25.96MiB / 15.52GiB
1775191062,bench_sub_17,1.72%,25.79MiB / 15.52GiB
1775191062,bench_sub_16,1.96%,26.61MiB / 15.52GiB
1775191062,bench_sub_15,2.22%,26MiB / 15.52GiB
1775191062,bench_sub_14,1.84%,25.82MiB / 15.52GiB
1775191062,bench_sub_13,1.72%,26.2MiB / 15.52GiB
1775191062,bench_sub_12,1.84%,25.91MiB / 15.52GiB
1775191062,bench_sub_11,2.14%,25.76MiB / 15.52GiB
1775191062,bench_sub_10,1.90%,26.06MiB / 15.52GiB
1775191062,bench_sub_9,1.90%,26.15MiB / 15.52GiB
1775191062,bench_sub_8,1.85%,26.14MiB / 15.52GiB
1775191062,bench_sub_7,1.93%,26.25MiB / 15.52GiB
1775191062,bench_sub_6,1.86%,26.04MiB / 15.52GiB
1775191062,bench_sub_5,1.80%,26.13MiB / 15.52GiB
1775191062,bench_sub_4,1.90%,25.61MiB / 15.52GiB
1775191062,bench_sub_3,1.93%,25.88MiB / 15.52GiB
1775191062,bench_sub_2,1.92%,25.91MiB / 15.52GiB
1775191062,bench_sub_1,2.36%,25.75MiB / 15.52GiB
1775191065,bench_sub_30,1.99%,25.07MiB / 15.52GiB
1775191065,bench_sub_29,1.98%,26.26MiB / 15.52GiB
1775191065,bench_sub_28,2.22%,27.61MiB / 15.52GiB
1775191065,bench_sub_27,2.18%,26.91MiB / 15.52GiB
1775191065,bench_sub_26,1.87%,27.45MiB / 15.52GiB
1775191065,bench_sub_25,1.77%,27.2MiB / 15.52GiB
1775191065,bench_sub_24,2.09%,26.43MiB / 15.52GiB
1775191065,bench_sub_23,1.76%,26.88MiB / 15.52GiB
1775191065,bench_sub_22,2.23%,25.92MiB / 15.52GiB
1775191065,bench_sub_21,2.13%,25.94MiB / 15.52GiB
1775191065,bench_sub_20,1.93%,26.05MiB / 15.52GiB
1775191065,bench_sub_19,1.88%,25.72MiB / 15.52GiB
1775191065,bench_sub_18,1.90%,25.98MiB / 15.52GiB
1775191065,bench_sub_17,2.01%,25.81MiB / 15.52GiB
1775191065,bench_sub_16,2.07%,26.63MiB / 15.52GiB
1775191065,bench_sub_15,2.11%,26.02MiB / 15.52GiB
1775191065,bench_sub_14,1.93%,25.84MiB / 15.52GiB
1775191065,bench_sub_13,1.87%,26.22MiB / 15.52GiB
1775191065,bench_sub_12,2.01%,25.93MiB / 15.52GiB
