seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,16,162861153823301,162861153823347,162861156143663,46,2320316,2320362,1,12520302363
1,0,16,162861163834085,162861163834130,162861164824144,45,990014,990059,1,12520302363
2,0,16,162861173853737,162861173853785,162861174923066,48,1069281,1069329,1,12520302363
3,0,16,162861183841600,162861183841649,162861185083984,49,1242335,1242384,1,12520302363
4,0,16,162861193833269,162861193833317,162861195115354,48,1282037,1282085,1,12520302363
5,0,16,162861203815746,162861203815803,162861204968720,57,1152917,1152974,1,12520302363
6,0,16,162861213821910,162861213821955,162861214597950,45,775995,776040,1,12520302363
7,0,16,162861223821011,162861223821077,162861225789361,66,1968284,1968350,1,12520302363
8,0,16,162861233836490,162861233836538,162861234890396,48,1053858,1053906,1,12520302363
9,0,16,162861243821893,162861243821959,162861245115317,66,1293358,1293424,1,12520302363
10,0,16,162861253822401,162861253822446,162861255199403,45,1376957,1377002,1,12520302363
11,0,16,162861263832624,162861263832669,162861264914028,45,1081359,1081404,1,12520302363
12,0,16,162861273855276,162861273855323,162861274979330,47,1124007,1124054,1,12520302363
13,0,16,162861283818408,162861283818455,162861284975664,47,1157209,1157256,1,12520302363
14,0,16,162861293817874,162861293817919,162861294970288,45,1152369,1152414,1,12520302363
15,0,16,162861303881982,162861303882029,162861305058399,47,1176370,1176417,1,12520302363
16,0,16,162861313843986,162861313844031,162861314273916,45,429885,429930,1,12520302363
17,0,16,162861323817572,162861323817618,162861324955102,46,1137484,1137530,1,12520302363
18,0,16,162861333841883,162861333841930,162861335084773,47,1242843,1242890,1,12520302363
19,0,16,162861343824875,162861343824936,162861345087054,61,1262118,1262179,1,12520302363
20,0,16,162861353818470,162861353818515,162861354888506,45,1069991,1070036,1,12520302363
21,0,16,162861363882763,162861363882809,162861365287875,46,1405066,1405112,1,12520302363
22,0,16,162861373806218,162861373806265,162861375048615,47,1242350,1242397,1,12520302363
23,0,16,162861383836108,162861383836151,162861385071374,43,1235223,1235266,1,12520302363
24,0,16,162861393831383,162861393831431,162861394493623,48,662192,662240,1,12520302363
25,0,16,162861403821024,162861403821086,162861404864742,62,1043656,1043718,1,12520302363
26,0,16,162861413886400,162861413886446,162861414993061,46,1106615,1106661,1,12520302363
27,0,16,162861423837991,162861423838039,162861424903065,48,1065026,1065074,1,12520302363
28,0,16,162861433883532,162861433883579,162861434414387,47,530808,530855,1,12520302363
29,0,16,162861443884916,162861443884963,162861445133409,47,1248446,1248493,1,12520302363
30,0,16,162861453838100,162861453838149,162861454970645,49,1132496,1132545,1,12520302363
31,0,16,162861463821096,162861463821144,162861465049089,48,1227945,1227993,1,12520302363
32,0,16,162861473896917,162861473896974,162861474927656,57,1030682,1030739,1,12520302363
33,0,16,162861483811373,162861483811418,162861485023275,45,1211857,1211902,1,12520302363
34,0,16,162861493846504,162861493846552,162861495395746,48,1549194,1549242,1,12520302363
35,0,16,162861503836817,162861503836864,162861504563678,47,726814,726861,1,12520302363
36,0,16,162861513819823,162861513819869,162861515048115,46,1228246,1228292,1,12520302363
37,0,16,162861523845482,162861523845528,162861525024779,46,1179251,1179297,1,12520302363
38,0,16,162861533820064,162861533820109,162861534103613,45,283504,283549,1,12520302363
39,0,16,162861543843167,162861543843215,162861545003205,48,1159990,1160038,1,12520302363
40,0,16,162861553886293,162861553886339,162861555339619,46,1453280,1453326,1,12520302363
41,0,16,162861563889251,162861563889297,162861565298237,46,1408940,1408986,1,12520302363
42,0,16,162861573819178,162861573819227,162861574990987,49,1171760,1171809,1,12520302363
43,0,16,162861583841130,162861583841177,162861584882085,47,1040908,1040955,1,12520302363
44,0,16,162861593822472,162861593822539,162861595063210,67,1240671,1240738,1,12520302363
45,0,16,162861603854846,162861603854894,162861604965505,48,1110611,1110659,1,12520302363
46,0,16,162861613882278,162861613882324,162861615155212,46,1272888,1272934,1,12520302363
47,0,16,162861623843739,162861623843777,162861624915181,38,1071404,1071442,1,12520302363
48,0,16,162861633845523,162861633845562,162861635234388,39,1388826,1388865,1,12520302363
49,0,16,162861643850004,162861643850051,162861645426432,47,1576381,1576428,1,12520302363
50,0,16,162861653883020,162861653883068,162861654285991,48,402923,402971,1,12520302363
