seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,12,162861153823301,162861153823347,162861154310275,46,486928,486974,1,14354330600
1,0,12,162861163834085,162861163834130,162861164363425,45,529295,529340,1,14354330600
2,0,12,162861173853737,162861173853785,162861174183980,48,330195,330243,1,14354330600
3,0,12,162861183841600,162861183841649,162861184459920,49,618271,618320,1,14354330600
4,0,12,162861193833269,162861193833317,162861194555821,48,722504,722552,1,14354330600
5,0,12,162861203815746,162861203815803,162861204364778,57,548975,549032,1,14354330600
6,0,12,162861213821910,162861213821955,162861218531210,45,4709255,4709300,1,14354330600
7,0,12,162861223821011,162861223821077,162861225327580,66,1506503,1506569,1,14354330600
8,0,12,162861233836490,162861233836538,162861234340285,48,503747,503795,1,14354330600
9,0,12,162861243821893,162861243821959,162861244461159,66,639200,639266,1,14354330600
10,0,12,162861253822401,162861253822446,162861254527305,45,704859,704904,1,14354330600
11,0,12,162861263832624,162861263832669,162861264365694,45,533025,533070,1,14354330600
12,0,12,162861273855276,162861273855323,162861274359776,47,504453,504500,1,14354330600
13,0,12,162861283818408,162861283818455,162861284332800,47,514345,514392,1,14354330600
14,0,12,162861293817874,162861293817919,162861294344794,45,526875,526920,1,14354330600
15,0,12,162861303881982,162861303882029,162861304751000,47,868971,869018,1,14354330600
16,0,12,162861313843986,162861313844031,162861314572982,45,728951,728996,1,14354330600
17,0,12,162861323817572,162861323817618,162861324484922,46,667304,667350,1,14354330600
18,0,12,162861333841883,162861333841930,162861334542014,47,700084,700131,1,14354330600
19,0,12,162861343824875,162861343824936,162861344501268,61,676332,676393,1,14354330600
20,0,12,162861353818470,162861353818515,162861354895573,45,1077058,1077103,1,14354330600
21,0,12,162861363882763,162861363882809,162861364446435,46,563626,563672,1,14354330600
22,0,12,162861373806218,162861373806265,162861374348396,47,542131,542178,1,14354330600
23,0,12,162861383836108,162861383836151,162861384384037,43,547886,547929,1,14354330600
24,0,12,162861393831383,162861393831431,162861394462014,48,630583,630631,1,14354330600
25,0,12,162861403821024,162861403821086,162861404484953,62,663867,663929,1,14354330600
26,0,12,162861413886400,162861413886446,162861414465496,46,579050,579096,1,14354330600
