seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,25,162861153823301,162861153823347,162861155283823,46,1460476,1460522,1,5625830055
1,0,25,162861163834085,162861163834130,162861164608121,45,773991,774036,1,5625830055
2,0,25,162861173853737,162861173853785,162861174888868,48,1035083,1035131,1,5625830055
3,0,25,162861183841600,162861183841649,162861184921900,49,1080251,1080300,1,5625830055
4,0,25,162861193833269,162861193833317,162861195199030,48,1365713,1365761,1,5625830055
5,0,25,162861203815746,162861203815803,162861204910706,57,1094903,1094960,1,5625830055
6,0,25,162861213821910,162861213821955,162861216506175,45,2684220,2684265,1,5625830055
7,0,25,162861223821011,162861223821077,162861225726138,66,1905061,1905127,1,5625830055
8,0,25,162861233836490,162861233836538,162861235098304,48,1261766,1261814,1,5625830055
9,0,25,162861243821893,162861243821959,162861245089921,66,1267962,1268028,1,5625830055
10,0,25,162861253822401,162861253822446,162861255204618,45,1382172,1382217,1,5625830055
11,0,25,162861263832624,162861263832669,162861264865189,45,1032520,1032565,1,5625830055
12,0,25,162861273855276,162861273855323,162861274959597,47,1104274,1104321,1,5625830055
13,0,25,162861283818408,162861283818455,162861284914465,47,1096010,1096057,1,5625830055
14,0,25,162861293817874,162861293817919,162861294892133,45,1074214,1074259,1,5625830055
15,0,25,162861303881982,162861303882029,162861305077540,47,1195511,1195558,1,5625830055
16,0,25,162861313843986,162861313844031,162861314933160,45,1089129,1089174,1,5625830055
17,0,25,162861323817572,162861323817618,162861324915862,46,1098244,1098290,1,5625830055
18,0,25,162861333841883,162861333841930,162861335138733,47,1296803,1296850,1,5625830055
19,0,25,162861343824875,162861343824936,162861344920411,61,1095475,1095536,1,5625830055
20,0,25,162861353818470,162861353818515,162861354956942,45,1138427,1138472,1,5625830055
21,0,25,162861363882763,162861363882809,162861365159120,46,1276311,1276357,1,5625830055
22,0,25,162861373806218,162861373806265,162861374882460,47,1076195,1076242,1,5625830055
23,0,25,162861383836108,162861383836151,162861384832078,43,995927,995970,1,5625830055
24,0,25,162861393831383,162861393831431,162861395021976,48,1190545,1190593,1,5625830055
25,0,25,162861403821024,162861403821086,162861404855516,62,1034430,1034492,1,5625830055
26,0,25,162861413886400,162861413886446,162861415040033,46,1153587,1153633,1,5625830055
27,0,25,162861423837991,162861423838039,162861424251706,48,413667,413715,1,5625830055
28,0,25,162861433883532,162861433883579,162861435048934,47,1165355,1165402,1,5625830055
29,0,25,162861443884916,162861443884963,162861444971315,47,1086352,1086399,1,5625830055
30,0,25,162861453838100,162861453838149,162861454800556,49,962407,962456,1,5625830055
31,0,25,162861463821096,162861463821144,162861464884877,48,1063733,1063781,1,5625830055
32,0,25,162861473896917,162861473896974,162861475124996,57,1228022,1228079,1,5625830055
33,0,25,162861483811373,162861483811418,162861484935542,45,1124124,1124169,1,5625830055
34,0,25,162861493846504,162861493846552,162861494832339,48,985787,985835,1,5625830055
35,0,25,162861503836817,162861503836864,162861504456952,47,620088,620135,1,5625830055
36,0,25,162861513819823,162861513819869,162861514050367,46,230498,230544,1,5625830055
37,0,25,162861523845482,162861523845528,162861524965414,46,1119886,1119932,1,5625830055
38,0,25,162861533820064,162861533820109,162861534961248,45,1141139,1141184,1,5625830055
39,0,25,162861543843167,162861543843215,162861544765132,48,921917,921965,1,5625830055
40,0,25,162861553886293,162861553886339,162861554961370,46,1075031,1075077,1,5625830055
41,0,25,162861563889251,162861563889297,162861565082919,46,1193622,1193668,1,5625830055
42,0,25,162861573819178,162861573819227,162861574911187,49,1091960,1092009,1,5625830055
43,0,25,162861583841130,162861583841177,162861584971967,47,1130790,1130837,1,5625830055
44,0,25,162861593822472,162861593822539,162861594892015,67,1069476,1069543,1,5625830055
45,0,25,162861603854846,162861603854894,162861604967209,48,1112315,1112363,1,5625830055
46,0,25,162861613882278,162861613882324,162861614990055,46,1107731,1107777,1,5625830055
47,0,25,162861623843739,162861623843777,162861625407078,38,1563301,1563339,1,5625830055
48,0,25,162861633845523,162861633845562,162861635068744,39,1223182,1223221,1,5625830055
49,0,25,162861643850004,162861643850051,162861644611319,47,761268,761315,1,5625830055
50,0,25,162861653883020,162861653883068,162861654973967,48,1090899,1090947,1,5625830055
51,0,25,162861663804789,162861663804837,162861665290228,48,1485391,1485439,1,5625830055
52,0,25,162861673883942,162861673883989,162861675425234,47,1541245,1541292,1,5625830055
53,0,25,162861683853859,162861683853906,162861684884955,47,1031049,1031096,1,5625830055
54,0,25,162861693886011,162861693886058,162861694994799,47,1108741,1108788,1,5625830055
55,0,25,162861703849714,162861703849760,162861704769879,46,920119,920165,1,5625830055
56,0,25,162861713883598,162861713883644,162861714994773,46,1111129,1111175,1,5625830055
57,0,25,162861723857148,162861723857195,162861724810651,47,953456,953503,1,5625830055
58,0,25,162861733862941,162861733862987,162861734703965,46,840978,841024,1,5625830055
59,0,25,162861743814401,162861743814448,162861744656807,47,842359,842406,1,5625830055
60,0,25,162861753943651,162861753943725,162861754811428,74,867703,867777,1,5625830055
61,0,25,162861763832762,162861763832808,162861765985996,46,2153188,2153234,1,5625830055
62,0,25,162861774490276,162861774490329,162861775611187,53,1120858,1120911,1,5625830055
63,0,25,162861783831251,162861783831308,162861785101644,57,1270336,1270393,1,5625830055
64,0,25,162861793825674,162861793825734,162861794668820,60,843086,843146,1,5625830055
65,0,25,162861803832893,162861803832936,162861804713052,43,880116,880159,1,5625830055
66,0,25,162861813810225,162861813810272,162861815405554,47,1595282,1595329,1,5625830055
67,0,25,162861823809736,162861823809782,162861824723407,46,913625,913671,1,5625830055
68,0,25,162861833885630,162861833885676,162861834540099,46,654423,654469,1,5625830055
69,0,25,162861843902605,162861843902676,162861844577086,71,674410,674481,1,5625830055
70,0,25,162861853887384,162861853887432,162861854784523,48,897091,897139,1,5625830055
71,0,25,162861863889012,162861863889058,162861864827141,46,938083,938129,1,5625830055
72,0,25,162861873888463,162861873888510,162861875249591,47,1361081,1361128,1,5625830055
73,0,25,162861883828102,162861883828152,162861885438455,50,1610303,1610353,1,5625830055
74,0,25,162861893853827,162861893853877,162861895019871,50,1165994,1166044,1,5625830055
75,0,25,162861903890454,162861903890506,162861905152591,52,1262085,1262137,1,5625830055
76,0,25,162861913876982,162861913877095,162861915841074,113,1963979,1964092,1,5625830055
77,0,25,162861923887782,162861923887829,162861925056110,47,1168281,1168328,1,5625830055
78,0,25,162861933847844,162861933847890,162861934615265,46,767375,767421,1,5625830055
79,0,25,162861943850103,162861943850139,162861944883761,36,1033622,1033658,1,5625830055
80,0,25,162861953850700,162861953850747,162861955110465,47,1259718,1259765,1,5625830055
81,0,25,162861963861571,162861963861618,162861965115150,47,1253532,1253579,1,5625830055
82,0,25,162861973859336,162861973859382,162861975339355,46,1479973,1480019,1,5625830055
83,0,25,162861983826144,162861983826190,162861984312468,46,486278,486324,1,5625830055
84,0,25,162861993956878,162861993957028,162861998337727,150,4380699,4380849,1,5625830055
85,0,25,162862006786760,162862006786941,162862015243065,181,8456124,8456305,1,5625830055
86,0,25,162862017219413,162862017219610,162862021280938,197,4061328,4061525,1,5625830055
87,0,25,162862023831075,162862023831135,162862025035672,60,1204537,1204597,1,5625830055
88,0,25,162862033826092,162862033826140,162862034917025,48,1090885,1090933,1,5625830055
89,0,25,162862043824859,162862043824901,162862044893825,42,1068924,1068966,1,5625830055
90,0,25,162862053824559,162862053824619,162862054768196,60,943577,943637,1,5625830055
91,0,25,162862063826772,162862063826840,162862064631677,68,804837,804905,1,5625830055
92,0,25,162862073829577,162862073829636,162862074751863,59,922227,922286,1,5625830055
93,0,25,162862083832491,162862083832532,162862084899936,41,1067404,1067445,1,5625830055
94,0,25,162862093831528,162862093831576,162862094825266,48,993690,993738,1,5625830055
95,0,25,162862103851777,162862103851825,162862104983969,48,1132144,1132192,1,5625830055
96,0,25,162862113833155,162862113833221,162862115062186,66,1228965,1229031,1,5625830055
97,0,25,162862123819557,162862123819594,162862124961058,37,1141464,1141501,1,5625830055
98,0,25,162862133829212,162862133829257,162862134929646,45,1100389,1100434,1,5625830055
99,0,25,162862143858194,162862143858240,162862144830331,46,972091,972137,1,5625830055
100,0,25,162862153853470,162862153853516,162862154828682,46,975166,975212,1,5625830055
101,0,25,162862163837286,162862163837332,162862165077789,46,1240457,1240503,1,5625830055
102,0,25,162862173832235,162862173832283,162862174892022,48,1059739,1059787,1,5625830055
103,0,25,162862183812979,162862183813025,162862184918973,46,1105948,1105994,1,5625830055
104,0,25,162862193846763,162862193846808,162862195069841,45,1223033,1223078,1,5625830055
105,0,25,162862203844953,162862203844998,162862205037302,45,1192304,1192349,1,5625830055
106,0,25,162862213842490,162862213842538,162862214958893,48,1116355,1116403,1,5625830055
107,0,25,162862223856394,162862223856437,162862224762557,43,906120,906163,1,5625830055
108,0,25,162862233843235,162862233843280,162862234906197,45,1062917,1062962,1,5625830055
109,0,25,162862243866550,162862243866597,162862244798300,47,931703,931750,1,5625830055
110,0,25,162862253831921,162862253831971,162862254792570,50,960599,960649,1,5625830055
111,0,25,162862263853263,162862263853311,162862264925306,48,1071995,1072043,1,5625830055
112,0,25,162862273888630,162862273888676,162862275413986,46,1525310,1525356,1,5625830055
113,0,25,162862283830909,162862283830963,162862284862650,54,1031687,1031741,1,5625830055
114,0,25,162862293831517,162862293831572,162862294810021,55,978449,978504,1,5625830055
115,0,25,162862303827053,162862303827089,162862304855757,36,1028668,1028704,1,5625830055
116,0,25,162862313821942,162862313821992,162862314959167,50,1137175,1137225,1,5625830055
117,0,25,162862323847197,162862323847246,162862324932088,49,1084842,1084891,1,5625830055
118,0,25,162862333893406,162862333893453,162862334833786,47,940333,940380,1,5625830055
119,0,25,162862343794741,162862343794787,162862344928099,46,1133312,1133358,1,5625830055
120,0,25,162862353823191,162862353823239,162862355255747,48,1432508,1432556,1,5625830055
121,0,25,162862363822373,162862363822423,162862364706705,50,884282,884332,1,5625830055
122,0,25,162862373888873,162862373888919,162862374695093,46,806174,806220,1,5625830055
123,0,25,162862383827156,162862383827204,162862385318770,48,1491566,1491614,1,5625830055
124,0,25,162862393833129,162862393833186,162862395154750,57,1321564,1321621,1,5625830055
125,0,25,162862403890085,162862403890131,162862404930600,46,1040469,1040515,1,5625830055
126,0,25,162862413890575,162862413890621,162862414706156,46,815535,815581,1,5625830055
127,0,25,162862423848785,162862423848843,162862424660128,58,811285,811343,1,5625830055
128,0,25,162862433898629,162862433898678,162862434854973,49,956295,956344,1,5625830055
129,0,25,162862443856043,162862443856091,162862444825711,48,969620,969668,1,5625830055
130,0,25,162862453857308,162862453857356,162862454743141,48,885785,885833,1,5625830055
131,0,25,162862463858716,162862463858784,162862465147779,68,1288995,1289063,1,5625830055
132,0,25,162862473849835,162862473849879,162862475178439,44,1328560,1328604,1,5625830055
133,0,25,162862483831611,162862483831659,162862485388756,48,1557097,1557145,1,5625830055
134,0,25,162862493854676,162862493854722,162862495325465,46,1470743,1470789,1,5625830055
135,0,25,162862503823704,162862503823772,162862505149454,68,1325682,1325750,1,5625830055
136,0,25,162862514038725,162862514038772,162862516272388,47,2233616,2233663,1,5625830055
137,0,25,162862523828773,162862523828840,162862524772439,67,943599,943666,1,5625830055
138,0,25,162862533856643,162862533856689,162862534619295,46,762606,762652,1,5625830055
139,0,25,162862543814062,162862543814108,162862544734290,46,920182,920228,1,5625830055
140,0,25,162862553848937,162862553848983,162862554784542,46,935559,935605,1,5625830055
141,0,25,162862563827661,162862563827705,162862564926229,44,1098524,1098568,1,5625830055
142,0,25,162862573834281,162862573834327,162862574890342,46,1056015,1056061,1,5625830055
143,0,25,162862583856730,162862583856776,162862585546743,46,1689967,1690013,1,5625830055
144,0,25,162862593892622,162862593892669,162862595020700,47,1128031,1128078,1,5625830055
145,0,25,162862603835032,162862603835079,162862604747615,47,912536,912583,1,5625830055
146,0,25,162862613891875,162862613891921,162862614986880,46,1094959,1095005,1,5625830055
147,0,25,162862623828952,162862623828996,162862624848169,44,1019173,1019217,1,5625830055
148,0,25,162862633855768,162862633855815,162862634854683,47,998868,998915,1,5625830055
149,0,25,162862643855588,162862643855634,162862645005905,46,1150271,1150317,1,5625830055
150,0,25,162862653891986,162862653892034,162862654958039,48,1066005,1066053,1,5625830055
151,0,25,162862663828673,162862663828720,162862664872724,47,1044004,1044051,1,5625830055
152,0,25,162862673847361,162862673847404,162862674656343,43,808939,808982,1,5625830055
153,0,25,162862683891751,162862683891797,162862684930079,46,1038282,1038328,1,5625830055
154,0,25,162862693854923,162862693854969,162862694964123,46,1109154,1109200,1,5625830055
155,0,25,162862703818096,162862703818146,162862705049200,50,1231054,1231104,1,5625830055
156,0,25,162862713820647,162862713820693,162862715509008,46,1688315,1688361,1,5625830055
157,0,25,162862723844697,162862723844746,162862724498997,49,654251,654300,1,5625830055
158,0,25,162862733871063,162862733871117,162862734631618,54,760501,760555,1,5625830055
159,0,25,162862743839273,162862743839318,162862744522237,45,682919,682964,1,5625830055
160,0,25,162862753819685,162862753819728,162862754507843,43,688115,688158,1,5625830055
161,0,25,162862763854805,162862763854851,162862764697208,46,842357,842403,1,5625830055
162,0,25,162862773893155,162862773893203,162862774732213,48,839010,839058,1,5625830055
163,0,25,162862783851129,162862783851178,162862784695860,49,844682,844731,1,5625830055
164,0,25,162862793828039,162862793828084,162862794612992,45,784908,784953,1,5625830055
165,0,25,162862803821463,162862803821513,162862804463689,50,642176,642226,1,5625830055
166,0,25,162862813823876,162862813823934,162862814907280,58,1083346,1083404,1,5625830055
167,0,25,162862824132216,162862824132264,162862825540221,48,1407957,1408005,1,5625830055
168,0,25,162862834119189,162862834119312,162862835485696,123,1366384,1366507,1,5625830055
169,0,25,162862844843412,162862844843473,162862846568967,61,1725494,1725555,1,5625830055
170,0,25,162862853831221,162862853831279,162862855310114,58,1478835,1478893,1,5625830055
171,0,25,162862863839851,162862863839899,162862865237987,48,1398088,1398136,1,5625830055
172,0,25,162862873851766,162862873851814,162862875030251,48,1178437,1178485,1,5625830055
173,0,25,162862883858085,162862883858131,162862885116283,46,1258152,1258198,1,5625830055
174,0,25,162862893881212,162862893881258,162862895060441,46,1179183,1179229,1,5625830055
175,0,25,162862903909851,162862903909933,162862905299236,82,1389303,1389385,1,5625830055
176,0,25,162862913894122,162862913894168,162862914586277,46,692109,692155,1,5625830055
177,0,25,162862923849121,162862923849167,162862924753008,46,903841,903887,1,5625830055
178,0,25,162862933889765,162862933889815,162862934570934,50,681119,681169,1,5625830055
179,0,25,162862943862408,162862943862467,162862944611467,59,749000,749059,1,5625830055
180,0,25,162862953833719,162862953833765,162862954569469,46,735704,735750,1,5625830055
181,0,25,162862963849541,162862963849604,162862964478077,63,628473,628536,1,5625830055
182,0,25,162862973894307,162862973894353,162862974661241,46,766888,766934,1,5625830055
183,0,25,162862983833282,162862983833327,162862984749253,45,915926,915971,1,5625830055
184,0,25,162862993836011,162862993836057,162862994501122,46,665065,665111,1,5625830055
185,0,25,162863004132281,162863004132352,162863005325510,71,1193158,1193229,1,5625830055
186,0,25,162863013838110,162863013838177,162863015032659,67,1194482,1194549,1,5625830055
187,0,25,162863023827807,162863023827854,162863024736367,47,908513,908560,1,5625830055
188,0,25,162863033900098,162863033900145,162863034978005,47,1077860,1077907,1,5625830055
189,0,25,162863043822834,162863043822882,162863045016294,48,1193412,1193460,1,5625830055
190,0,25,162863053894295,162863053894345,162863055122387,50,1228042,1228092,1,5625830055
191,0,25,162863063897522,162863063897568,162863065081563,46,1183995,1184041,1,5625830055
192,0,25,162863073850109,162863073850157,162863074768347,48,918190,918238,1,5625830055
193,0,25,162863083859345,162863083859391,162863085074467,46,1215076,1215122,1,5625830055
194,0,25,162863093979093,162863093979153,162863095086450,60,1107297,1107357,1,5625830055
195,0,25,162863103847950,162863103847998,162863104931566,48,1083568,1083616,1,5625830055
196,0,25,162863113835450,162863113835498,162863114852580,48,1017082,1017130,1,5625830055
197,0,25,162863123829479,162863123829524,162863124889341,45,1059817,1059862,1,5625830055
198,0,25,162863133850407,162863133850452,162863134884336,45,1033884,1033929,1,5625830055
199,0,25,162863143855090,162863143855136,162863145002833,46,1147697,1147743,1,5625830055
200,0,25,162863153883129,162863153883176,162863155548459,47,1665283,1665330,1,5625830055
201,0,25,162863163875794,162863163875840,162863165238519,46,1362679,1362725,1,5625830055
202,0,25,162863173841425,162863173841473,162863175267889,48,1426416,1426464,1,5625830055
203,0,25,162863183896869,162863183896917,162863185073972,48,1177055,1177103,1,5625830055
204,0,25,162863193853402,162863193853445,162863195093102,43,1239657,1239700,1,5625830055
205,0,25,162863203821620,162863203821668,162863205286169,48,1464501,1464549,1,5625830055
206,0,25,162863213896656,162863213896702,162863215171098,46,1274396,1274442,1,5625830055
207,0,25,162863223825135,162863223825182,162863225343964,47,1518782,1518829,1,5625830055
208,0,25,162863233820799,162863233820845,162863235077561,46,1256716,1256762,1,5625830055
209,0,25,162863243855644,162863243855688,162863245014686,44,1158998,1159042,1,5625830055
210,0,25,162863253854691,162863253854739,162863255133645,48,1278906,1278954,1,5625830055
211,0,25,162863263849655,162863263849701,162863264887063,46,1037362,1037408,1,5625830055
212,0,25,162863273857590,162863273857638,162863274961338,48,1103700,1103748,1,5625830055
213,0,25,162863283853851,162863283853895,162863284869507,44,1015612,1015656,1,5625830055
214,0,25,162863293863050,162863293863098,162863295240048,48,1376950,1376998,1,5625830055
215,0,25,162863303856042,162863303856087,162863305089144,45,1233057,1233102,1,5625830055
216,0,25,162863313906687,162863313906733,162863315217100,46,1310367,1310413,1,5625830055
217,0,25,162863323841117,162863323841163,162863325191810,46,1350647,1350693,1,5625830055
218,0,25,162863333839928,162863333839974,162863334174672,46,334698,334744,1,5625830055
219,0,25,162863343864130,162863343864194,162863344884308,64,1020114,1020178,1,5625830055
