seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,5,164561045802324,164561045802387,164561045962354,63,159967,160030,1,6411212595
1,0,5,164561055781408,164561055781465,164561055957570,57,176105,176162,1,6411212595
2,0,5,164561065840345,164561065840409,164561066043650,64,203241,203305,1,6411212595
3,0,5,164561075837761,164561075837824,164561076099813,63,261989,262052,1,6411212595
4,0,5,164561085838588,164561085838651,164561086083265,63,244614,244677,1,6411212595
5,0,5,164561095802902,164561095802973,164561095984937,71,181964,182035,1,6411212595
6,0,5,164561105805962,164561105806019,164561105976976,57,170957,171014,1,6411212595
7,0,5,164561115804085,164561115804143,164561115986192,58,182049,182107,1,6411212595
8,0,5,164561125760686,164561125760759,164561125908521,73,147762,147835,1,6411212595
9,0,5,164561135777923,164561135777980,164561135953874,57,175894,175951,1,6411212595
10,0,5,164561145838404,164561145838461,164561146019865,57,181404,181461,1,6411212595
11,0,5,164561155838793,164561155838852,164561156038175,59,199323,199382,1,6411212595
12,0,5,164561165784372,164561165784475,164561165983094,103,198619,198722,1,6411212595
13,0,5,164561175784090,164561175784158,164561175956971,68,172813,172881,1,6411212595
14,0,5,164561185839731,164561185839795,164561186094786,64,254991,255055,1,6411212595
15,0,5,164561195839003,164561195839060,164561196106031,57,266971,267028,1,6411212595
16,0,5,164561205838589,164561205838648,164561206088644,59,249996,250055,1,6411212595
17,0,5,164561215839910,164561215839973,164561216103333,63,263360,263423,1,6411212595
18,0,5,164561225838838,164561225838895,164561226085347,57,246452,246509,1,6411212595
19,0,5,164561235842325,164561235842382,164561236046651,57,204269,204326,1,6411212595
20,0,5,164561245817390,164561245817454,164561246001784,64,184330,184394,1,6411212595
21,0,5,164561255839552,164561255839609,164561256039604,57,199995,200052,1,6411212595
22,0,5,164561265797964,164561265798046,164561265985857,82,187811,187893,1,6411212595
23,0,5,164561275842289,164561275842352,164561276045743,63,203391,203454,1,6411212595
24,0,5,164561285842644,164561285842703,164561286021367,59,178664,178723,1,6411212595
