timestamp,container,cpu_percent,mem_usage_mb
1775192751,bench_sub_5,0.02%,19.22MiB / 15.52GiB
1775192751,bench_sub_4,0.01%,19.22MiB / 15.52GiB
1775192751,bench_sub_3,0.00%,19.24MiB / 15.52GiB
1775192751,bench_sub_2,0.00%,19.23MiB / 15.52GiB
1775192751,bench_sub_1,0.00%,19.21MiB / 15.52GiB
1775192754,bench_sub_5,1.22%,19.31MiB / 15.52GiB
1775192754,bench_sub_4,1.19%,19.33MiB / 15.52GiB
1775192754,bench_sub_3,1.13%,19.35MiB / 15.52GiB
1775192754,bench_sub_2,1.11%,19.33MiB / 15.52GiB
1775192754,bench_sub_1,1.18%,19.3MiB / 15.52GiB
1775192757,bench_sub_5,1.83%,19.33MiB / 15.52GiB
1775192757,bench_sub_4,1.77%,19.35MiB / 15.52GiB
1775192757,bench_sub_3,1.77%,19.37MiB / 15.52GiB
1775192757,bench_sub_2,1.69%,19.35MiB / 15.52GiB
1775192757,bench_sub_1,1.60%,19.33MiB / 15.52GiB
1775192760,bench_sub_5,1.29%,19.35MiB / 15.52GiB
1775192760,bench_sub_4,1.23%,19.37MiB / 15.52GiB
1775192760,bench_sub_3,1.16%,19.39MiB / 15.52GiB
1775192760,bench_sub_2,1.13%,19.37MiB / 15.52GiB
1775192760,bench_sub_1,1.11%,19.34MiB / 15.52GiB
1775192763,bench_sub_5,1.48%,19.37MiB / 15.52GiB
1775192763,bench_sub_4,1.50%,19.39MiB / 15.52GiB
1775192763,bench_sub_3,1.44%,19.41MiB / 15.52GiB
1775192763,bench_sub_2,1.43%,19.39MiB / 15.52GiB
1775192763,bench_sub_1,1.04%,19.36MiB / 15.52GiB
1775192766,bench_sub_5,1.22%,19.39MiB / 15.52GiB
1775192766,bench_sub_4,1.20%,19.41MiB / 15.52GiB
1775192766,bench_sub_3,1.15%,19.43MiB / 15.52GiB
1775192766,bench_sub_2,1.09%,19.41MiB / 15.52GiB
1775192766,bench_sub_1,0.94%,19.38MiB / 15.52GiB
1775192769,bench_sub_5,1.42%,19.41MiB / 15.52GiB
1775192769,bench_sub_4,1.32%,19.43MiB / 15.52GiB
1775192769,bench_sub_3,1.32%,19.46MiB / 15.52GiB
1775192769,bench_sub_2,1.29%,19.44MiB / 15.52GiB
1775192769,bench_sub_1,1.22%,19.41MiB / 15.52GiB
1775192772,bench_sub_5,1.13%,19.43MiB / 15.52GiB
1775192772,bench_sub_4,1.09%,19.45MiB / 15.52GiB
1775192772,bench_sub_3,1.08%,19.47MiB / 15.52GiB
1775192772,bench_sub_2,1.09%,19.46MiB / 15.52GiB
1775192772,bench_sub_1,0.99%,19.43MiB / 15.52GiB
1775192775,bench_sub_5,1.65%,19.45MiB / 15.52GiB
1775192775,bench_sub_4,1.60%,19.47MiB / 15.52GiB
1775192775,bench_sub_3,1.04%,19.48MiB / 15.52GiB
1775192775,bench_sub_2,1.58%,19.48MiB / 15.52GiB
1775192775,bench_sub_1,0.98%,19.44MiB / 15.52GiB
1775192778,bench_sub_5,1.16%,19.48MiB / 15.52GiB
1775192778,bench_sub_4,1.16%,19.5MiB / 15.52GiB
1775192778,bench_sub_3,1.15%,19.52MiB / 15.52GiB
1775192778,bench_sub_2,1.15%,19.5MiB / 15.52GiB
1775192778,bench_sub_1,1.74%,19.46MiB / 15.52GiB
1775192781,bench_sub_5,1.55%,19.49MiB / 15.52GiB
1775192781,bench_sub_4,1.48%,19.51MiB / 15.52GiB
1775192781,bench_sub_3,1.46%,19.54MiB / 15.52GiB
1775192781,bench_sub_2,1.48%,19.52MiB / 15.52GiB
1775192781,bench_sub_1,1.39%,19.5MiB / 15.52GiB
1775192784,bench_sub_5,1.42%,19.52MiB / 15.52GiB
1775192784,bench_sub_4,1.38%,19.54MiB / 15.52GiB
1775192784,bench_sub_3,1.34%,19.56MiB / 15.52GiB
1775192784,bench_sub_2,1.36%,19.54MiB / 15.52GiB
1775192784,bench_sub_1,1.24%,19.51MiB / 15.52GiB
1775192787,bench_sub_5,1.52%,19.54MiB / 15.52GiB
1775192787,bench_sub_4,1.48%,19.56MiB / 15.52GiB
1775192787,bench_sub_3,1.46%,19.58MiB / 15.52GiB
1775192787,bench_sub_2,1.45%,19.56MiB / 15.52GiB
1775192787,bench_sub_1,1.08%,19.53MiB / 15.52GiB
1775192790,bench_sub_5,1.56%,19.56MiB / 15.52GiB
1775192790,bench_sub_4,1.61%,19.58MiB / 15.52GiB
1775192790,bench_sub_3,1.48%,19.59MiB / 15.52GiB
1775192790,bench_sub_2,1.54%,19.58MiB / 15.52GiB
1775192790,bench_sub_1,1.48%,19.55MiB / 15.52GiB
1775192793,bench_sub_5,1.84%,19.58MiB / 15.52GiB
1775192793,bench_sub_4,1.78%,19.6MiB / 15.52GiB
1775192793,bench_sub_3,1.76%,19.62MiB / 15.52GiB
1775192793,bench_sub_2,1.75%,19.61MiB / 15.52GiB
1775192793,bench_sub_1,1.62%,19.58MiB / 15.52GiB
1775192796,bench_sub_5,1.69%,19.6MiB / 15.52GiB
1775192796,bench_sub_4,1.61%,19.62MiB / 15.52GiB
1775192796,bench_sub_3,1.57%,19.64MiB / 15.52GiB
1775192796,bench_sub_2,1.57%,19.62MiB / 15.52GiB
1775192796,bench_sub_1,1.46%,19.6MiB / 15.52GiB
1775192799,bench_sub_5,1.19%,19.61MiB / 15.52GiB
1775192799,bench_sub_4,1.57%,19.64MiB / 15.52GiB
1775192799,bench_sub_3,1.60%,19.66MiB / 15.52GiB
1775192799,bench_sub_2,1.56%,19.64MiB / 15.52GiB
1775192799,bench_sub_1,1.47%,19.62MiB / 15.52GiB
1775192802,bench_sub_5,1.36%,19.64MiB / 15.52GiB
1775192802,bench_sub_4,1.29%,19.66MiB / 15.52GiB
1775192802,bench_sub_3,1.24%,19.69MiB / 15.52GiB
1775192802,bench_sub_2,1.24%,19.67MiB / 15.52GiB
1775192802,bench_sub_1,1.05%,19.64MiB / 15.52GiB
1775192805,bench_sub_5,2.04%,19.66MiB / 15.52GiB
1775192805,bench_sub_4,1.93%,19.68MiB / 15.52GiB
1775192805,bench_sub_3,1.99%,19.7MiB / 15.52GiB
1775192805,bench_sub_2,1.94%,19.69MiB / 15.52GiB
1775192805,bench_sub_1,1.86%,19.66MiB / 15.52GiB
