timestamp,container,cpu_percent,mem_usage_mb
1775192681,bench_sub_2,0.00%,18.98MiB / 15.52GiB
1775192681,bench_sub_1,0.01%,19.91MiB / 15.52GiB
1775192684,bench_sub_2,1.07%,19.11MiB / 15.52GiB
1775192684,bench_sub_1,1.11%,20.02MiB / 15.52GiB
1775192687,bench_sub_2,1.67%,19.12MiB / 15.52GiB
1775192687,bench_sub_1,1.61%,20.04MiB / 15.52GiB
1775192690,bench_sub_2,1.45%,19.14MiB / 15.52GiB
1775192690,bench_sub_1,1.44%,20.06MiB / 15.52GiB
1775192693,bench_sub_2,1.43%,19.16MiB / 15.52GiB
1775192693,bench_sub_1,1.42%,20.08MiB / 15.52GiB
1775192696,bench_sub_2,1.24%,19.18MiB / 15.52GiB
1775192696,bench_sub_1,1.16%,20.09MiB / 15.52GiB
1775192699,bench_sub_2,1.21%,19.2MiB / 15.52GiB
1775192699,bench_sub_1,1.20%,20.12MiB / 15.52GiB
1775192702,bench_sub_2,1.25%,19.22MiB / 15.52GiB
1775192702,bench_sub_1,1.23%,20.14MiB / 15.52GiB
1775192705,bench_sub_2,1.21%,19.24MiB / 15.52GiB
1775192705,bench_sub_1,1.29%,20.15MiB / 15.52GiB
1775192708,bench_sub_2,1.46%,19.26MiB / 15.52GiB
1775192708,bench_sub_1,1.22%,20.17MiB / 15.52GiB
1775192712,bench_sub_2,1.27%,19.28MiB / 15.52GiB
1775192712,bench_sub_1,1.22%,20.2MiB / 15.52GiB
1775192715,bench_sub_2,1.62%,19.3MiB / 15.52GiB
1775192715,bench_sub_1,1.57%,20.22MiB / 15.52GiB
1775192718,bench_sub_2,1.26%,19.32MiB / 15.52GiB
1775192718,bench_sub_1,1.50%,20.23MiB / 15.52GiB
1775192721,bench_sub_2,1.45%,19.34MiB / 15.52GiB
1775192721,bench_sub_1,1.85%,20.25MiB / 15.52GiB
1775192724,bench_sub_2,1.26%,19.36MiB / 15.52GiB
1775192724,bench_sub_1,1.25%,20.28MiB / 15.52GiB
1775192727,bench_sub_2,1.43%,19.38MiB / 15.52GiB
1775192727,bench_sub_1,1.41%,20.3MiB / 15.52GiB
1775192730,bench_sub_2,1.23%,19.4MiB / 15.52GiB
1775192730,bench_sub_1,1.71%,20.31MiB / 15.52GiB
1775192733,bench_sub_2,1.57%,19.42MiB / 15.52GiB
1775192733,bench_sub_1,1.20%,20.33MiB / 15.52GiB
