seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,8,164635208172406,164635208172457,164635208558720,51,386263,386314,1,7116481943
1,0,8,164635218173822,164635218173893,164635218283745,71,109852,109923,1,7116481943
2,0,8,164635228172530,164635228172604,164635228358143,74,185539,185613,1,7116481943
3,0,8,164635238187813,164635238187864,164635238367789,51,179925,179976,1,7116481943
4,0,8,164635248152430,164635248152495,164635248287046,65,134551,134616,1,7116481943
5,0,8,164635258175643,164635258175705,164635258388767,62,213062,213124,1,7116481943
6,0,8,164635268179228,164635268179314,164635268607560,86,428246,428332,1,7116481943
7,0,8,164635278212488,164635278212539,164635278480962,51,268423,268474,1,7116481943
8,0,8,164635288171721,164635288171777,164635288408515,56,236738,236794,1,7116481943
9,0,8,164635298236791,164635298236842,164635298468640,51,231798,231849,1,7116481943
10,0,8,164635308176044,164635308176095,164635308366354,51,190259,190310,1,7116481943
11,0,8,164635318202700,164635318202751,164635318464590,51,261839,261890,1,7116481943
12,0,8,164635328195033,164635328195084,164635328517434,51,322350,322401,1,7116481943
13,0,8,164635338186367,164635338186424,164635338332310,57,145886,145943,1,7116481943
14,0,8,164635348172503,164635348172557,164635348381959,54,209402,209456,1,7116481943
15,0,8,164635358185373,164635358185442,164635358470342,69,284900,284969,1,7116481943
16,0,8,164635368176479,164635368176534,164635368367613,55,191079,191134,1,7116481943
17,0,8,164635378238724,164635378238775,164635378433780,51,195005,195056,1,7116481943
18,0,8,164635388170978,164635388171034,164635388357485,56,186451,186507,1,7116481943
19,0,8,164635398236453,164635398236502,164635398578794,49,342292,342341,1,7116481943
20,0,8,164635408176339,164635408176389,164635408367477,50,191088,191138,1,7116481943
21,0,8,164635418163053,164635418163104,164635418275197,51,112093,112144,1,7116481943
22,0,8,164635428179144,164635428179193,164635428374349,49,195156,195205,1,7116481943
23,0,8,164635438198571,164635438198628,164635438329704,57,131076,131133,1,7116481943
24,0,8,164635448153369,164635448153419,164635448267131,50,113712,113762,1,7116481943
25,0,8,164635458206609,164635458206660,164635458443373,51,236713,236764,1,7116481943
26,0,8,164635468176652,164635468176707,164635468503711,55,327004,327059,1,7116481943
27,0,8,164635478240045,164635478240096,164635478546291,51,306195,306246,1,7116481943
28,0,8,164635488175361,164635488175412,164635488369732,51,194320,194371,1,7116481943
