timestamp,container,cpu_percent,mem_usage_mb
1775192826,bench_sub_10,0.03%,19.59MiB / 15.52GiB
1775192826,bench_sub_9,0.03%,19.62MiB / 15.52GiB
1775192826,bench_sub_8,0.03%,19.64MiB / 15.52GiB
1775192826,bench_sub_7,0.03%,19.61MiB / 15.52GiB
1775192827,bench_sub_6,0.03%,19.64MiB / 15.52GiB
1775192827,bench_sub_5,0.07%,19.64MiB / 15.52GiB
1775192827,bench_sub_4,0.07%,19.6MiB / 15.52GiB
1775192827,bench_sub_3,0.03%,19.7MiB / 15.52GiB
1775192827,bench_sub_2,0.04%,19.71MiB / 15.52GiB
1775192827,bench_sub_1,0.04%,19.66MiB / 15.52GiB
1775192830,bench_sub_10,1.33%,19.71MiB / 15.52GiB
1775192830,bench_sub_9,1.26%,19.72MiB / 15.52GiB
1775192830,bench_sub_8,1.25%,19.75MiB / 15.52GiB
1775192830,bench_sub_7,1.16%,19.71MiB / 15.52GiB
1775192830,bench_sub_6,1.18%,19.75MiB / 15.52GiB
1775192830,bench_sub_5,1.16%,19.75MiB / 15.52GiB
1775192830,bench_sub_4,1.19%,19.71MiB / 15.52GiB
1775192830,bench_sub_3,1.14%,19.82MiB / 15.52GiB
1775192830,bench_sub_2,1.13%,19.81MiB / 15.52GiB
1775192830,bench_sub_1,1.13%,19.76MiB / 15.52GiB
1775192833,bench_sub_10,1.39%,19.73MiB / 15.52GiB
1775192833,bench_sub_9,1.38%,19.74MiB / 15.52GiB
1775192833,bench_sub_8,1.34%,19.78MiB / 15.52GiB
1775192833,bench_sub_7,1.10%,19.73MiB / 15.52GiB
1775192833,bench_sub_6,1.43%,19.78MiB / 15.52GiB
1775192833,bench_sub_5,1.27%,19.77MiB / 15.52GiB
1775192833,bench_sub_4,1.25%,19.74MiB / 15.52GiB
1775192833,bench_sub_3,1.34%,19.84MiB / 15.52GiB
1775192833,bench_sub_2,1.22%,19.84MiB / 15.52GiB
1775192833,bench_sub_1,1.22%,19.78MiB / 15.52GiB
1775192836,bench_sub_10,1.27%,19.76MiB / 15.52GiB
1775192836,bench_sub_9,1.31%,19.76MiB / 15.52GiB
1775192836,bench_sub_8,1.22%,19.8MiB / 15.52GiB
1775192836,bench_sub_7,1.12%,19.77MiB / 15.52GiB
1775192836,bench_sub_6,1.08%,19.81MiB / 15.52GiB
1775192836,bench_sub_5,1.07%,19.8MiB / 15.52GiB
1775192836,bench_sub_4,1.10%,19.77MiB / 15.52GiB
1775192836,bench_sub_3,1.07%,19.87MiB / 15.52GiB
