seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,19,162772853177742,162772853177786,162772854133609,44,955823,955867,1,5512701429
1,0,19,162772863142332,162772863142377,162772863566963,45,424586,424631,1,5512701429
2,0,19,162772873145835,162772873145880,162772873589157,45,443277,443322,1,5512701429
3,0,19,162772883221895,162772883221941,162772883702019,46,480078,480124,1,5512701429
4,0,19,162772893170729,162772893170777,162772893709893,48,539116,539164,1,5512701429
5,0,19,162772903241560,162772903241618,162772904567409,58,1325791,1325849,1,5512701429
6,0,19,162772913195270,162772913195312,162772914133179,42,937867,937909,1,5512701429
7,0,19,162772923159470,162772923159516,162772923591669,46,432153,432199,1,5512701429
8,0,19,162772933170831,162772933170877,162772933462055,46,291178,291224,1,5512701429
9,0,19,162772943217440,162772943217488,162772943769084,48,551596,551644,1,5512701429
10,0,19,162772953159358,162772953159396,162772953743698,38,584302,584340,1,5512701429
11,0,19,162772963144788,162772963144827,162772963616354,39,471527,471566,1,5512701429
12,0,19,162772973163726,162772973163774,162772973599062,48,435288,435336,1,5512701429
13,0,19,162772983185842,162772983185897,162772983550044,55,364147,364202,1,5512701429
14,0,19,162772993215994,162772993216040,162772993659270,46,443230,443276,1,5512701429
15,0,19,162773003982318,162773003982363,162773005030265,45,1047902,1047947,1,5512701429
16,0,19,162773013177150,162773013177195,162773013465303,45,288108,288153,1,5512701429
17,0,19,162773023169442,162773023169502,162773023651974,60,482472,482532,1,5512701429
18,0,19,162773033186095,162773033186141,162773033712646,46,526505,526551,1,5512701429
19,0,19,162773043199258,162773043199304,162773043789011,46,589707,589753,1,5512701429
20,0,19,162773053170485,162773053170528,162773053628114,43,457586,457629,1,5512701429
21,0,19,162773063143572,162773063143618,162773063533318,46,389700,389746,1,5512701429
22,0,19,162773073173965,162773073174012,162773073744910,47,570898,570945,1,5512701429
23,0,19,162773083215813,162773083215860,162773083686439,47,470579,470626,1,5512701429
24,0,19,162773093216133,162773093216179,162773093638002,46,421823,421869,1,5512701429
25,0,19,162773103282230,162773103282381,162773104414616,151,1132235,1132386,1,5512701429
26,0,19,162773113284386,162773113284537,162773114424094,151,1139557,1139708,1,5512701429
27,0,19,162773123220304,162773123220454,162773124489332,150,1268878,1269028,1,5512701429
28,0,19,162773133205615,162773133205761,162773134364353,146,1158592,1158738,1,5512701429
29,0,19,162773143158435,162773143158483,162773143537169,48,378686,378734,1,5512701429
30,0,19,162773153188941,162773153188988,162773153489805,47,300817,300864,1,5512701429
31,0,19,162773163144000,162773163144051,162773163510745,51,366694,366745,1,5512701429
32,0,19,162773173219312,162773173219360,162773173627827,48,408467,408515,1,5512701429
33,0,19,162773183225423,162773183225503,162773183767901,80,542398,542478,1,5512701429
34,0,19,162773193210969,162773193211119,162773194758853,150,1547734,1547884,1,5512701429
35,0,19,162773203270467,162773203270718,162773204310008,251,1039290,1039541,1,5512701429
36,0,19,162773213287057,162773213287207,162773214687565,150,1400358,1400508,1,5512701429
37,0,19,162773223224463,162773223224613,162773224750256,150,1525643,1525793,1,5512701429
38,0,19,162773233216766,162773233216921,162773235910934,155,2694013,2694168,1,5512701429
39,0,19,162773243167436,162773243167470,162773243611091,34,443621,443655,1,5512701429
40,0,19,162773253163789,162773253163836,162773253634495,47,470659,470706,1,5512701429
41,0,19,162773263146036,162773263146088,162773263540044,52,393956,394008,1,5512701429
42,0,19,162773273169284,162773273169330,162773273554724,46,385394,385440,1,5512701429
43,0,19,162773283156837,162773283156884,162773283555269,47,398385,398432,1,5512701429
44,0,19,162773293141313,162773293141360,162773293806428,47,665068,665115,1,5512701429
45,0,19,162773303230109,162773303230156,162773303799348,47,569192,569239,1,5512701429
46,0,19,162773313226448,162773313226494,162773313694180,46,467686,467732,1,5512701429
47,0,19,162773323221762,162773323221807,162773323582753,45,360946,360991,1,5512701429
48,0,19,162773333157413,162773333157459,162773334181815,46,1024356,1024402,1,5512701429
49,0,19,162773343178253,162773343178298,162773344298365,45,1120067,1120112,1,5512701429
50,0,19,162773353218782,162773353218829,162773353747805,47,528976,529023,1,5512701429
51,0,19,162773363180567,162773363180615,162773363567750,48,387135,387183,1,5512701429
52,0,19,162773373224422,162773373224468,162773373667570,46,443102,443148,1,5512701429
53,0,19,162773383172867,162773383172910,162773383640042,43,467132,467175,1,5512701429
54,0,19,162773393230306,162773393230353,162773393660533,47,430180,430227,1,5512701429
55,0,19,162773403157468,162773403157519,162773403509560,51,352041,352092,1,5512701429
56,0,19,162773413189957,162773413189994,162773413604528,37,414534,414571,1,5512701429
57,0,19,162773423170992,162773423171042,162773423575382,50,404340,404390,1,5512701429
58,0,19,162773433178603,162773433178651,162773433620656,48,442005,442053,1,5512701429
59,0,19,162773443188425,162773443188473,162773443651182,48,462709,462757,1,5512701429
60,0,19,162773453173592,162773453173635,162773453634789,43,461154,461197,1,5512701429
61,0,19,162773463168121,162773463168167,162773463588349,46,420182,420228,1,5512701429
62,0,19,162773473169884,162773473169931,162773473554258,47,384327,384374,1,5512701429
63,0,19,162773483220647,162773483220693,162773483693850,46,473157,473203,1,5512701429
64,0,19,162773493220710,162773493220757,162773493767892,47,547135,547182,1,5512701429
65,0,19,162773503190021,162773503190068,162773503763669,47,573601,573648,1,5512701429
66,0,19,162773513172200,162773513172246,162773513595526,46,423280,423326,1,5512701429
67,0,19,162773523218799,162773523218845,162773523828531,46,609686,609732,1,5512701429
68,0,19,162773533220794,162773533220840,162773533676424,46,455584,455630,1,5512701429
69,0,19,162773543220056,162773543220104,162773543621121,48,401017,401065,1,5512701429
70,0,19,162773553166048,162773553166104,162773553620460,56,454356,454412,1,5512701429
71,0,19,162773563220699,162773563220747,162773563743624,48,522877,522925,1,5512701429
72,0,19,162773573144107,162773573144150,162773573704378,43,560228,560271,1,5512701429
73,0,19,162773583220765,162773583220812,162773583700080,47,479268,479315,1,5512701429
74,0,19,162773593168018,162773593168066,162773593635698,48,467632,467680,1,5512701429
75,0,19,162773603159310,162773603159354,162773603604655,44,445301,445345,1,5512701429
76,0,19,162773613222313,162773613222359,162773613694509,46,472150,472196,1,5512701429
77,0,19,162773623144149,162773623144195,162773623442183,46,297988,298034,1,5512701429
78,0,19,162773633220854,162773633220900,162773633614580,46,393680,393726,1,5512701429
79,0,19,162773643224071,162773643224119,162773643738376,48,514257,514305,1,5512701429
80,0,19,162773653221396,162773653221444,162773653761663,48,540219,540267,1,5512701429
81,0,19,162773663153000,162773663153046,162773663647065,46,494019,494065,1,5512701429
82,0,19,162773673162037,162773673162081,162773673544007,44,381926,381970,1,5512701429
83,0,19,162773683161821,162773683161869,162773683555847,48,393978,394026,1,5512701429
84,0,19,162773693223759,162773693223803,162773693685776,44,461973,462017,1,5512701429
85,0,19,162773703174403,162773703174450,162773703561545,47,387095,387142,1,5512701429
86,0,19,162773713166348,162773713166396,162773713860125,48,693729,693777,1,5512701429
87,0,19,162773723152298,162773723152344,162773723589361,46,437017,437063,1,5512701429
88,0,19,162773733177490,162773733177535,162773733567365,45,389830,389875,1,5512701429
89,0,19,162773743177147,162773743177195,162773743570425,48,393230,393278,1,5512701429
90,0,19,162773753190519,162773753190565,162773753665208,46,474643,474689,1,5512701429
91,0,19,162773763184536,162773763184585,162773763567005,49,382420,382469,1,5512701429
92,0,19,162773773222818,162773773222864,162773773659550,46,436686,436732,1,5512701429
93,0,19,162773783158866,162773783158912,162773783581496,46,422584,422630,1,5512701429
94,0,19,162773797664195,162773797664238,162773798307321,43,643083,643126,1,5512701429
95,0,19,162773803167935,162773803167991,162773803623774,56,455783,455839,1,5512701429
96,0,19,162773813176519,162773813176576,162773813852164,57,675588,675645,1,5512701429
97,0,19,162773823171033,162773823171087,162773823801929,54,630842,630896,1,5512701429
98,0,19,162773833168522,162773833168569,162773833842700,47,674131,674178,1,5512701429
99,0,19,162773843170359,162773843170441,162773843644887,82,474446,474528,1,5512701429
100,0,19,162773853180823,162773853180868,162773853582774,45,401906,401951,1,5512701429
101,0,19,162773863223309,162773863223355,162773863742543,46,519188,519234,1,5512701429
102,0,19,162773873182075,162773873182122,162773873563946,47,381824,381871,1,5512701429
103,0,19,162773883226667,162773883226714,162773883846273,47,619559,619606,1,5512701429
104,0,19,162773893185742,162773893185789,162773894192562,47,1006773,1006820,1,5512701429
105,0,19,162773903157299,162773903157345,162773903515547,46,358202,358248,1,5512701429
