seq,publisher_id,subscriber_id,t1_ns,t2_ns,receive_ts_ns,publish_overhead_ns,delivery_ns,latency_ns,is_warmup,discovery_time_ns
0,0,9,162772853177742,162772853177786,162772853892177,44,714391,714435,1,11046238067
1,0,9,162772863142332,162772863142377,162772863744138,45,601761,601806,1,11046238067
2,0,9,162772873145835,162772873145880,162772873601982,45,456102,456147,1,11046238067
3,0,9,162772883221895,162772883221941,162772883693969,46,472028,472074,1,11046238067
4,0,9,162772893170729,162772893170777,162772893446510,48,275733,275781,1,11046238067
5,0,9,162772903241560,162772903241618,162772904740744,58,1499126,1499184,1,11046238067
6,0,9,162772913195270,162772913195312,162772914167172,42,971860,971902,1,11046238067
7,0,9,162772923159470,162772923159516,162772923658490,46,498974,499020,1,11046238067
8,0,9,162772933170831,162772933170877,162772933685577,46,514700,514746,1,11046238067
9,0,9,162772943217440,162772943217488,162772943863850,48,646362,646410,1,11046238067
10,0,9,162772953159358,162772953159396,162772953747188,38,587792,587830,1,11046238067
11,0,9,162772963144788,162772963144827,162772963709478,39,564651,564690,1,11046238067
12,0,9,162772973163726,162772973163774,162772973629570,48,465796,465844,1,11046238067
13,0,9,162772983185842,162772983185897,162772983688359,55,502462,502517,1,11046238067
14,0,9,162772993215994,162772993216040,162772993854290,46,638250,638296,1,11046238067
15,0,9,162773003982318,162773003982363,162773005119619,45,1137256,1137301,1,11046238067
16,0,9,162773013177150,162773013177195,162773013706614,45,529419,529464,1,11046238067
17,0,9,162773023169442,162773023169502,162773023787380,60,617878,617938,1,11046238067
18,0,9,162773033186095,162773033186141,162773033469840,46,283699,283745,1,11046238067
19,0,9,162773043199258,162773043199304,162773043795121,46,595817,595863,1,11046238067
20,0,9,162773053170485,162773053170528,162773053662629,43,492101,492144,1,11046238067
21,0,9,162773063143572,162773063143618,162773063650652,46,507034,507080,1,11046238067
22,0,9,162773073173965,162773073174012,162773073666862,47,492850,492897,1,11046238067
23,0,9,162773083215813,162773083215860,162773083643330,47,427470,427517,1,11046238067
24,0,9,162773093216133,162773093216179,162773093799089,46,582910,582956,1,11046238067
25,0,9,162773103282230,162773103282381,162773105100808,151,1818427,1818578,1,11046238067
26,0,9,162773113284386,162773113284537,162773115038589,151,1754052,1754203,1,11046238067
27,0,9,162773123220304,162773123220454,162773125419233,150,2198779,2198929,1,11046238067
28,0,9,162773133205615,162773133205761,162773134716254,146,1510493,1510639,1,11046238067
29,0,9,162773143158435,162773143158483,162773143672372,48,513889,513937,1,11046238067
30,0,9,162773153188941,162773153188988,162773153658743,47,469755,469802,1,11046238067
31,0,9,162773163144000,162773163144051,162773163846447,51,702396,702447,1,11046238067
32,0,9,162773173219312,162773173219360,162773173809861,48,590501,590549,1,11046238067
33,0,9,162773183225423,162773183225503,162773183809333,80,583830,583910,1,11046238067
34,0,9,162773193210969,162773193211119,162773194453741,150,1242622,1242772,1,11046238067
35,0,9,162773203270467,162773203270718,162773205223191,251,1952473,1952724,1,11046238067
36,0,9,162773213287057,162773213287207,162773214709556,150,1422349,1422499,1,11046238067
37,0,9,162773223224463,162773223224613,162773225245349,150,2020736,2020886,1,11046238067
38,0,9,162773233216766,162773233216921,162773236466602,155,3249681,3249836,1,11046238067
39,0,9,162773243167436,162773243167470,162773244125953,34,958483,958517,1,11046238067
40,0,9,162773253163789,162773253163836,162773254089376,47,925540,925587,1,11046238067
41,0,9,162773263146036,162773263146088,162773263835926,52,689838,689890,1,11046238067
42,0,9,162773273169284,162773273169330,162773273675028,46,505698,505744,1,11046238067
43,0,9,162773283156837,162773283156884,162773283592457,47,435573,435620,1,11046238067
44,0,9,162773293141313,162773293141360,162773293622953,47,481593,481640,1,11046238067
45,0,9,162773303230109,162773303230156,162773303886638,47,656482,656529,1,11046238067
