timestamp,container,cpu_percent,mem_usage_mb
1775190808,bench_sub_5,0.26%,20.5MiB / 15.52GiB
1775190808,bench_sub_4,0.21%,20.51MiB / 15.52GiB
1775190808,bench_sub_3,0.19%,20.39MiB / 15.52GiB
1775190808,bench_sub_2,0.21%,20.34MiB / 15.52GiB
1775190808,bench_sub_1,0.24%,20.48MiB / 15.52GiB
1775190811,bench_sub_5,2.27%,20.85MiB / 15.52GiB
1775190811,bench_sub_4,2.53%,20.8MiB / 15.52GiB
1775190811,bench_sub_3,2.12%,20.75MiB / 15.52GiB
1775190811,bench_sub_2,1.95%,20.7MiB / 15.52GiB
1775190811,bench_sub_1,1.84%,20.84MiB / 15.52GiB
1775190814,bench_sub_5,2.21%,20.83MiB / 15.52GiB
1775190814,bench_sub_4,2.46%,20.77MiB / 15.52GiB
1775190814,bench_sub_3,2.18%,20.78MiB / 15.52GiB
1775190814,bench_sub_2,1.93%,20.72MiB / 15.52GiB
1775190814,bench_sub_1,1.85%,20.86MiB / 15.52GiB
1775190817,bench_sub_5,2.93%,20.84MiB / 15.52GiB
1775190817,bench_sub_4,3.21%,20.79MiB / 15.52GiB
1775190817,bench_sub_3,2.87%,20.79MiB / 15.52GiB
1775190817,bench_sub_2,2.54%,20.73MiB / 15.52GiB
1775190817,bench_sub_1,2.39%,20.88MiB / 15.52GiB
1775190820,bench_sub_5,2.02%,20.83MiB / 15.52GiB
1775190820,bench_sub_4,2.51%,20.76MiB / 15.52GiB
1775190820,bench_sub_3,1.98%,20.79MiB / 15.52GiB
1775190820,bench_sub_2,1.81%,20.73MiB / 15.52GiB
1775190820,bench_sub_1,1.64%,20.86MiB / 15.52GiB
1775190823,bench_sub_5,1.76%,20.85MiB / 15.52GiB
1775190823,bench_sub_4,1.87%,20.79MiB / 15.52GiB
1775190823,bench_sub_3,1.68%,20.81MiB / 15.52GiB
1775190823,bench_sub_2,1.50%,20.75MiB / 15.52GiB
1775190823,bench_sub_1,1.56%,20.87MiB / 15.52GiB
1775190826,bench_sub_5,1.68%,20.87MiB / 15.52GiB
1775190826,bench_sub_4,1.87%,20.8MiB / 15.52GiB
1775190826,bench_sub_3,1.62%,20.83MiB / 15.52GiB
1775190826,bench_sub_2,1.51%,20.77MiB / 15.52GiB
1775190826,bench_sub_1,1.31%,20.9MiB / 15.52GiB
1775190829,bench_sub_5,1.72%,20.89MiB / 15.52GiB
1775190829,bench_sub_4,1.89%,20.82MiB / 15.52GiB
1775190829,bench_sub_3,1.64%,20.85MiB / 15.52GiB
1775190829,bench_sub_2,1.49%,20.79MiB / 15.52GiB
